enterprise_id,invest_name,invest_id,invest_time,invest_level
edbbe819b6c849f5b0c48b6602006dc7,**资本,2b07322a2a726e1c2f0391de84a99a9b,2016/3/25,3
edbbe819b6c849f5b0c48b6602006dc7,火***本,9acb8f396cf9ac474fec64f3543d3a95,2016/6/16,3
e8bb5897d561412980529a9e51869617,众创*****）投资,9ae02f98375c8ade659e8dd7f2f18935,2015/2/2,3
e14a9a0df666450798ef37c155bcab3e,**资本,6877824d82389b148e3f8c49a144b26a,2015/9/25,3
b780d34ae8f945219b7d0fdc576aa31d,**资本,73d5e2f2ecab7b7695ef11dbf65df25d,2016/5/2,3
13a27455c75442a1846a578994dd8164,*图,ff97113f75b206883c1687d46385f9a1,2015/8/24,3
13a27455c75442a1846a578994dd8164,**秀秀,293a792e95959169e91d20cb22d1f9c4,2015/8/24,3
dabadf237976478bbad4d30549bbf451,**资本,a5d129404ca349b63db5746fffa81b71,2010/7/1,3
dabadf237976478bbad4d30549bbf451,**资本,dd7dbe2b7469293b287bb9a030c32296,2014/6/1,4
dabadf237976478bbad4d30549bbf451,*易,f396b4655d01bc4aa66145ece7366adf,2014/6/1,3
dabadf237976478bbad4d30549bbf451,*易,f396b4655d01bc4aa66145ece7366adf,2014/10/30,3
82bd2a1ab1864e508869c7deac0e1e52,奇***0,66a03477547e9bcee6a390691b3a6c64,2015/5/19,2
124a8a56e5a34d9da589749753177302,**汇智,1092a9b4d911e93249b97182f311d6e0,2016/3/10,4
854129a51a7947d2ae1504c301d69892,**投资,f7b65baa2db1bc05e11997d1f9cd6ef6,2016/5/11,3
854129a51a7947d2ae1504c301d69892,新沪**业集团,3a9c3c91822244ff1707f5547d770f26,2016/5/11,3
3c54454998494cea88f8d752eb2646e0,**投资,9bc36e45ffc079910e92a5c3f1655b54,2015/11/17,3
5f571504c3434f06947a94d6d753c9b0,天津***石投资,020cb9414e99ab8439dbe6ba7c0808cc,2016/4/12,3
5f571504c3434f06947a94d6d753c9b0,北京***航资本,4584b738e7faa6bf1ead29641bc5a403,2016/4/12,4
5f571504c3434f06947a94d6d753c9b0,上海****权投资,11ae448e832ada14ff2e9e56f6df46a4,2016/4/12,3
5f571504c3434f06947a94d6d753c9b0,瑞阳*****权投资,9942103307c26c30d78d12df3b079039,2016/4/12,4
5f571504c3434f06947a94d6d753c9b0,朗***投,c3f371715752ccc55bc7ea82f78f5a7a,2016/4/12,3
5f571504c3434f06947a94d6d753c9b0,**科创,612954c68ed7bbd7e0ef2cf22e9a8563,2016/4/12,2
0e232d28da214964ab1ac4d10e77e827,上海***权投资,1d4cc514e9053b4378641dbe0a07cae0,2013/7/17,3
d4c5b8a72eac47f79d410311b4f4839e,**资本,7109b6e3d4aa5f9871eb08228dda99d0,2016/4/15,2
74834d0a956245ac8b73dd0eed2b8725,**基金,b1647d493f5eed30952f9312b610652a,2015/10/14,1
205a065447c5402d89ed176cf4dac942,贵州****险投资,79a9436ec60a60c8c63aaab0f82fea05,2015/1/9,3
333a13b00f2c4713a4b6b2bff507cbf5,苏州*******产控股,9bdeaf4bd56c690616baf25245e65cf4,2010/5/6,3
333a13b00f2c4713a4b6b2bff507cbf5,**创投,c5a3942250da7b95ee4497f4a0a627dc,2016/3/1,4
333a13b00f2c4713a4b6b2bff507cbf5,**资本,b2602f6dd05035636e256d1441731299,2016/3/1,3
333a13b00f2c4713a4b6b2bff507cbf5,**创投,ae0b756bc78d13e92a0fcd55dfa60e60,2016/3/1,3
6a0b5bd28b1541a29bf04cd19519c0d5,**投资,07c4e1cf3b6062dd15f27ff6353081ed,2016/6/3,2
bf66239231ab4bada97f840e839a3c92,**湾,3651c9eeced5d078d2f4807bdf8a6079,2016/1/22,2
cbb37f55dda74c5f98bb91fd362086cc,**资本,fe814e111c4157bdf6664ab57b41f934,2016/5/30,3
cc1c3dad05e6494fbeb40adc6a45a8f7,杭***投资,509c8fdb53092bfef972ec07f05384ff,2016/1/13,4
3f3bcf24a74b4f46a20859b62f5743fb,**资本,a5d129404ca349b63db5746fffa81b71,2013/1/1,3
92f1b0b2b0d341afa42c07f079248565,**资本,66e329df0efca70e4f940b273487f415,2016/5/17,3
cf7e79666a5b41d9aeea2a63ed02bb17,**资本,a9dcddda66ee37a7c07d24c9976523a4,1999/5/25,3
0defa649087d4c52b14aefd618738a1f,**创投,15095a84b3772978d8ec4edbf0b619ee,2015/5/1,3
8b27f5caa3504cdb929faf2b077aec7e,**资本,a6e662f45a72ccd0a093dbf17ce92f96,2016/1/14,3
c5277aa0ffaa4a38b056821cdb380241,NE**颐投资,a0967769ede6b5d42218d875aad0132f,2015/5/21,3
45cd6f92a0f349bc88831225e411448d,**投资,19bb9fa7b94165f41714c46035a6cfd6,2016/5/3,3
2f085d5113ed4597a6436632b95fb1b1,**湾,3651c9eeced5d078d2f4807bdf8a6079,2015/6/12,2
2f085d5113ed4597a6436632b95fb1b1,紫***本,d0f244dd07642617ca13f4dd0e363afb,2015/10/21,3
2f085d5113ed4597a6436632b95fb1b1,**湾,3651c9eeced5d078d2f4807bdf8a6079,2015/10/21,2
4a207763098d4da3bad8b7ff1dfca555,**投资,f60f72216d8b1e80eb8c80e99a39d8ee,2016/1/27,3
1a67a66e61a940628ec3a8b90fd4d9c9,**科发,cc8af06d31dc64a271002fc8334321c7,2016/3/9,3
88d076994cbf4a91aaef251933f0e826,湖南***投投资,94dbe775722e6e1914a769aa2cbf3d5f,2015/10/8,4
88d076994cbf4a91aaef251933f0e826,宁波**理投资,ee487b1c7feaaa990012350253ff5abc,2015/10/8,3
d024bf89aac74cf9b81773a4c8947b5f,**资本,3c4cea735232fe4bb270d1b359a03f99,2015/8/7,4
e110981738f04e6d8a37ddde1dd8e12a,深圳***权投资,e216092469e375001e9676e18d4abcd0,2016/6/24,3
12fe9ce27a84466e83b7e97bf3f56586,**中车,e72d354682cda97751e1c6e042dbd32b,1998/1/22,3
12fe9ce27a84466e83b7e97bf3f56586,中***投资,0aab85ae8a5327b21f62e9f78b92b1b5,1998/1/22,3
12fe9ce27a84466e83b7e97bf3f56586,中***资,595fc54841cb456d819b1d8f773977da,1998/1/22,2
c2f9028f11b041b08dfe1ec888c2e2c2,**资本,519d83322fb436bbf145f0520636fa3a,2008/11/4,3
c2f9028f11b041b08dfe1ec888c2e2c2,深圳*******资集团,a5ff8c9c193acc6d8d1e0a3a43505e32,2016/2/3,3
4f17f5a4f2264ee6ba000d6345eca5cf,深圳*******资集团,a5ff8c9c193acc6d8d1e0a3a43505e32,2016/3/21,3
bf74006871aa4dd78e2116262ea1bada,**资本,5aee7dbc925756ab0c419faeb4b5146a,2015/7/3,3
07b1725ab4a74e0888f0510c5eab5dc8,**投资,7455267d5712ac798ab33a07f9381986,2010/8/11,4
f32842a9a0884a659849b4ba168d7e8b,**资本,6877824d82389b148e3f8c49a144b26a,2016/6/6,3
601a526932194cd193d5a45082e08cee,金***投,0a3b8ee28dd45998a6f60d8d5401831e,2016/3/24,2
195e2f745a494c578dceafd5250237a5,珠***资产,24f06d8ec9d456ed7acd0ccffc1c7c64,2011/4/6,4
ab1c3af670bb4f4dbae65d8e5cc12e99,**基金,3618fb7eba658ea565df2e43d85a9539,2016/1/16,2
9fdc62b465e8491d96347461e0e0b90b,广***投资,df050960db07d4a3f724a03c8c4cbc46,2015/2/9,3
eadd64bfc9574d1b88d270d286b153ac,**资本,82495e8706a8ad6db3d8e972422a5f88,2016/6/16,4
dd2814850e334dc187e849bc9599d0fa,**游戏,fc0be3f7534c016ec4bc6b03af0ae9e7,2015/9/9,4
fd8ae94c31664d9dba5cc2081a4bb618,**资本,9549330f9c0a0be6c6356120787ad12d,2016/3/21,2
f499be63b03149e5b3907a51e8c614f3,**基金,eea1d5176c2d63aa91fa74a01996d4dc,2015/12/31,3
82a4a02a0fde43f6a147ff938db2c0fd,**资本,e35f9ba5d9dcf4ed6a89f3be3136a90d,2015/2/1,3
82a4a02a0fde43f6a147ff938db2c0fd,**资本,e35f9ba5d9dcf4ed6a89f3be3136a90d,2015/6/18,3
ec1fe49d948c49219dd262678b71e119,**基金,f096f2c441d437cbdd4bc63d85944df5,2015/10/22,3
5914541d833541d7a69d677ae6290fc5,**长城,fefd2e2cd632fef7d257a89d2c5bff7e,2014/1/1,3
9932aac2da7447a6833b1bda7e9f8121,物***集团,5b8be94c670eece810aa8dfb6cc736f9,2016/6/15,3
f3e1406832fa404caeecf21ab7b6ebb4,**集团,0826c7ea6508c99dedf3b7b2c3550c75,2015/12/8,1
f3e1406832fa404caeecf21ab7b6ebb4,**资本,16bbc9584798d6a8d069487c0bfc99fb,2015/12/8,3
f3e1406832fa404caeecf21ab7b6ebb4,GG**源资本,e9ed81a9bf59a2a2b25cd8593d6ee09a,2015/12/8,2
f3e1406832fa404caeecf21ab7b6ebb4,**之星,dcb5fb01fa49a7c949cfcce773d2ed17,2015/12/8,2
f3e1406832fa404caeecf21ab7b6ebb4,**资本,47b7e6e99dfe5bec6214f440a21897cf,2015/12/8,1
f3e1406832fa404caeecf21ab7b6ebb4,上***资产,6b2b62a3e4cc08e6e80887919e5fb587,2015/12/8,3
c2f444e1220d457f93dbb21fe805b971,**资本,73d5e2f2ecab7b7695ef11dbf65df25d,2016/6/16,3
d826dd0db1a4471abf60673c43bf9f3c,**资本,4fa9a25b5cab7e40142fa0b7344ff999,2016/4/7,3
56ad47eced9c4128ad149aa660c0f64c,**伟业,728e416f7297904f2c391b946ba1a25f,2014/8/7,1
3f30495220074745bdaa7709962f72fb,**药业,ddffcdbc82e7875126e2b9f3d087fd85,2010/3/16,3
3f30495220074745bdaa7709962f72fb,**投资,184eaab854ae543e84f557b99bc15a9c,2010/3/16,3
3552247434324766906ecb55fe60dd19,河北***权投资,88b38897a76c2b0bf234f17f9ac48383,2014/7/1,3
de4a417365ee4bf38182a2f4400332a3,**资本,108c942dc9328df9df5d6ad656bb1eb2,2015/5/12,2
de4a417365ee4bf38182a2f4400332a3,**互娱,30cb00fd5b3d94a60673fa995ab46fbe,2015/7/2,3
de001bff682c4422871be2aa601225c4,**投资,1709dd29a8098e6499ca8f642b1e40ec,2015/6/8,4
6509610f33e54c8b836926832b8c36c4,福建**达资产,9ce815015076c64c55f25b24c55ff7df,2015/11/9,4
e68fe8689cfe43c89a8a9b540108d3e5,杭州**场投资,461189308732ad3ee59c8b94f32d305e,2016/2/14,3
843bc618ca584d92a5994629b6e8cb74,福建***升投资,62645c3f66c95af3bfa47406f20e8c48,2016/6/28,4
90bd1c6f5af24b36b9b91b02213f05ce,古***投资,739bac9af03051bfa2db52725791f27a,2010/4/30,3
90bd1c6f5af24b36b9b91b02213f05ce,**控股,c752bfa37bd637b368fbf16293fa547a,2010/4/30,3
40cfd2052b6c49a7a5bd1587499ecefd,**基金,9b1b8e7735931d282082a7a5c350246a,2016/1/5,2
6c1ed54eb1e44e2dae6f3171c959445a,**基金,9b1b8e7735931d282082a7a5c350246a,2015/9/18,2
125524caa1364d66a7a8a7bfed521a1e,汇智*****）资产,b1d70db96caaa6fe660fd233ffe2414f,2015/12/10,4
9469c168f30d442f9805b86f44710e65,北京****业投资,07f00c3b1d95c25e68bb303edb60311b,2013/6/4,4
24da5f9cf0ae421f88b59e9707664850,北京**泰投资,cd43a0adf621eb4f47ab1e54163458ec,2015/10/15,3
1f64ba8a18e04366bd129acf687bdb4a,合一*****土豆）,4f70851eb578b7e50272dfe63847ba20,2015/11/1,3
1f64ba8a18e04366bd129acf687bdb4a,拓***投资,9dbfda379f8b502df52bcb1aa61d8615,2015/11/1,3
1be561cc005e434b83547691c4fa83f8,**合缘,53131832e8b4ff29e8221c26775dcfb2,2016/5/26,4
010e9a8e8bf14b6b93ed468ef67098b5,北***投资,8e8be8d929674c122095be8294288f5e,2016/3/31,4
88ed6b3127864dff8ab188dd00916f35,北京*****源投资,622cf8214a59edb9984371ff6982aae7,2015/11/19,4
31f7acab6bcf40ab803f9dc3bbe555d3,**投资,b3a6a91ee6a2592845338ee10827038d,2016/2/24,2
fcead35f35f74c59ae2f0c38cf338da7,深***基金,9e6b1e97658b235b532952c5b578c832,2016/6/24,4
656b1478553e46e19d38ff9b539bfb1f,**投资,c961b58e364be0949202eadde81269a2,2011/6/2,3
656b1478553e46e19d38ff9b539bfb1f,**集团,2f560f5d30e8f423a8bad91a750ef9f5,2014/8/28,3
21dd50a1bdb74e3ea65f1724a817a86c,深***创投,7eb754f7acd6311adb67f00459d0af4b,2014/5/16,3
21dd50a1bdb74e3ea65f1724a817a86c,上***投资,f44392030f2730b3009b385831e0c3c5,2014/5/16,3
21dd50a1bdb74e3ea65f1724a817a86c,杭***投资,92ba764ac25da69c57b5fa15af67c045,2014/5/16,3
21dd50a1bdb74e3ea65f1724a817a86c,**基金,1b9e34d705a0b5f2b888c6c7bdf51674,2014/5/16,3
21dd50a1bdb74e3ea65f1724a817a86c,上***投资,89a5725f936ccf37661be77885ab959b,2014/5/16,3
21dd50a1bdb74e3ea65f1724a817a86c,Pr***gel,53b634dadf1a3434c7c6b60013aa5ca2,2015/3/1,2
af385836fe86499aacdc5ee436de978c,**创投,eb975d00f190b68744f6f7fb393cf710,2016/5/10,3
af385836fe86499aacdc5ee436de978c,上***投资,f44392030f2730b3009b385831e0c3c5,2016/5/10,3
f8484f48e1a8446f96619166e9ac35e9,**集团,ac09bc56dde198d8135a4c7edc3d05ec,2009/7/27,2
fb574d6fdbe8477eb8895adc2f2e30ea,南京*******业投资,c59b72794b066bd3e0a945b199e36e54,2015/12/1,3
6fdfa63863de4f28b462c921ad8adf8c,恒***投资,02d6977e861e3e7c36bb8668b07d2c34,2015/12/15,3
e8542e39dd02437085a2f3d57fb0928e,杭州***速投资,442baf8b6e0413737584698d1ab7f9df,2016/3/30,3
24d0bcadaabf4f24a78efa0ecea2a9ff,杭州***速投资,442baf8b6e0413737584698d1ab7f9df,2015/12/31,3
0be5abe95c5f45eea30eea2f126c6133,**投资,09f61cfc95c488b64b6bb15d815172cf,2015/9/11,4
1ff49c6e4c814406891557c2c2b050cb,**资本,5aee7dbc925756ab0c419faeb4b5146a,2015/12/31,3
1ff49c6e4c814406891557c2c2b050cb,**资本,4c8f2d2feee0aa4046ef6d0428b4aaf0,2015/12/31,3
77e7fe31792d4495898618d7d5224e5e,浙江***股集团,f74206ff55f0cba6e6a9e2b5da59bd71,2016/6/29,3
e2d158b04c0b4cf9ab881df22b504075,杭州**会投资,de3231257181284146dbb9f364ea6eea,2016/4/13,4
f72cc38102874f4fbe48f9a8dbc6d592,新***资,d2f8e853aab977038ab7a7c1e89bdf59,2014/7/2,4
f72cc38102874f4fbe48f9a8dbc6d592,**投资,57e50d0141525e62e315508806e7d6d8,2015/1/30,3
f72cc38102874f4fbe48f9a8dbc6d592,**创投,488157fae52f78152d3142275b1a8848,2015/7/14,3
f72cc38102874f4fbe48f9a8dbc6d592,**资本,993d0ed67a897ef96a857f6797df7a94,2015/7/14,3
f72cc38102874f4fbe48f9a8dbc6d592,**投资,531a5bec38bb9f935a0ba514d475fb44,2015/7/14,4
ea04acab29564ef5bf5fb6b83fdda447,**集团,54c577afc358bcc3ca9cbc66b12250f9,2016/5/31,3
d860383238094e46b83842d87d06adbd,合肥**达投资,d95518e8da2616b5bcdd8b8fc4891aa2,2015/11/27,4
d860383238094e46b83842d87d06adbd,**创星,820bd78adaeecb62d4e0df7b169aaca2,2015/11/27,2
079473e29cb64244bdec056aef8abf9f,**之星,dcb5fb01fa49a7c949cfcce773d2ed17,2016/5/9,2
079473e29cb64244bdec056aef8abf9f,**基金,714d6a2af5e648d8f835dbf4106846ee,2016/5/9,1
a837ceb39da04d7099a823db90527ee0,五***资本,8af6214743da0eb3fa5fc768a1276bc4,2015/6/4,3
3388dea39d1f4962be539c2a14e7ec39,卓***业,ab6cf1569b865146971b44915651c8a1,2016/5/27,4
fb0ea95af9f54f53a681213f841d84c5,**安振,9d581a255a98c31bdccc8c2a0ad8f583,2015/9/6,3
fb0ea95af9f54f53a681213f841d84c5,**资本,5d1ff7955e7d8f72bff7d7e72f51a071,2015/9/6,2
b609cf09330c4100933b8a5af64fb95b,**创投,d29d49de01893ccdd546da2b6b2cda76,2015/8/27,2
6a143e8c621e4160a390e95c604a2aee,**资本,15b4ac944282a3e316e7666c8f286dac,2015/9/22,3
55b4204c17af4da6b25206ce6f5f0c1c,**创投,26b94e319f955867486933184c12bc59,2014/6/26,3
55b4204c17af4da6b25206ce6f5f0c1c,上***创投,a04db912089726250d239cf086769a24,2014/6/26,3
64fd26cd5ba343768e3ebd6890619432,人民**份投资,61b8610d897dafe298b9aba7a9eae1bb,2010/4/1,3
9196b9aa1c484d6a952903c85a9180a3,合***投资,01dca20f2822545155c089d843ddb4d8,2008/6/23,3
471d9cccec8d40129c5b5390eb9d8e74,重庆***权投资,a83fe7df026af500ea849df160cb7942,2010/9/16,3
471d9cccec8d40129c5b5390eb9d8e74,浙***资产,0e0f1e5b7bfcad0b8edd4d32ebaba2a6,2014/1/27,4
471d9cccec8d40129c5b5390eb9d8e74,上***资产,a9ab326016c4e0543b866e8f92099bad,2016/4/29,4
471d9cccec8d40129c5b5390eb9d8e74,前***金,aa5f198980b8ccd462f633100f42f9e5,2016/4/29,3
471d9cccec8d40129c5b5390eb9d8e74,**资本,253c6e9a29b984b075128d1e6459d513,2016/4/29,4
19ece3ecf2a74547a33f60778f4b1330,**万利,4b69f6c2f530cb863606dc77e2a4497f,2014/12/24,4
bf660f1d12f544e287417ce63bb1a3c2,**力合,0cf8b8cf13d457d6363bfe07dcd49712,2014/3/17,3
bf660f1d12f544e287417ce63bb1a3c2,**力合,0cf8b8cf13d457d6363bfe07dcd49712,2015/12/29,3
bf660f1d12f544e287417ce63bb1a3c2,浙***投资,227e4bafc5e8a95bcab7908c30b2b654,2015/12/29,4
359fd9fd30f24e58a3e07899108d2326,**资本,d96479754b83fe9f5a3c71165789b8b4,2014/4/16,2
dfc3377248324e9ba90e0c4ed3c94b40,**之星,dcb5fb01fa49a7c949cfcce773d2ed17,2012/5/9,2
dfc3377248324e9ba90e0c4ed3c94b40,凯鹏*****PCB,d7c4d1e12af28eece696d591d8a27be0,2012/11/9,3
dfc3377248324e9ba90e0c4ed3c94b40,创***资本,0817e2cd292ce8a33756e9f13888479c,2016/6/28,3
01bf0e4262ca42f1b2c960e4a21e8e76,北京***旺投资,b642ab3c270e9fb1b41be85039e93abf,2016/3/8,4
efbc06ab52d546d79d8b978ccf052495,苏州*******产控股,9bdeaf4bd56c690616baf25245e65cf4,2011/9/5,3
13d54fa8216146648ff5e20ac58b988a,盘古*****GOO,d269015893551ac3071c4d7e970fbd4e,2014/12/30,3
13d54fa8216146648ff5e20ac58b988a,华人***业基金,28868034540f004630592cd90cfde0c5,2016/2/25,2
bbb385a926734586b7e8e45c5de36214,**资本,ddbefd9589115e6948b956e41b5d0bee,2015/3/20,3
bbb385a926734586b7e8e45c5de36214,**创投,d6bcda147633cef89c2151d7fc605f6b,2015/3/20,3
bbb385a926734586b7e8e45c5de36214,中***资,2c3d2fd365c8799de11928cb4c892602,2015/3/20,3
bbb385a926734586b7e8e45c5de36214,**资本,c6c9fb4add7595583ea074830d912a88,2015/3/20,4
fc97fd03bde04341a4ab0847511ae78c,上海*****权投资,40fd9e679530c37bff86531b19d65db8,2016/6/22,4
98fc8a6d02d7487aa20c60fb1620b553,合润*****）投资,d7132cc61cf3db09e3967d69ad9ebd63,2016/3/11,4
ef23e4242c6d4eec9443eed7172b1293,拓璞****投圈）,f2419d5b43e837e53a75e0fc6c458f3d,2015/7/3,4
ef23e4242c6d4eec9443eed7172b1293,拓璞****投圈）,f2419d5b43e837e53a75e0fc6c458f3d,2016/1/1,4
4314526c539142218e97a1fb34cc830c,**氪,fac4f559736a14157ba47d443324d0ee,2015/5/22,3
4314526c539142218e97a1fb34cc830c,杭州**场投资,461189308732ad3ee59c8b94f32d305e,2015/8/20,3
4314526c539142218e97a1fb34cc830c,Pr***gel,53b634dadf1a3434c7c6b60013aa5ca2,2015/8/20,2
4314526c539142218e97a1fb34cc830c,**基金,714d6a2af5e648d8f835dbf4106846ee,2015/8/20,1
4314526c539142218e97a1fb34cc830c,伽***本,7da43ef112706ce5d26b2237dd11bae7,2015/12/1,3
4314526c539142218e97a1fb34cc830c,**基金,714d6a2af5e648d8f835dbf4106846ee,2015/12/1,1
5968c492f27e4ab2ba2926272f5a4f26,**投资,34cf2fb5c818cee5698c6f0a51028b29,2016/3/23,4
5968c492f27e4ab2ba2926272f5a4f26,**投资,3a416b10e0f08228aa1a0629dc426b54,2016/3/23,3
690a89d536db4cd4976b61587780c52a,老***基金,bf7f0134ce069d45a9538149e1191e5d,2015/8/14,2
690a89d536db4cd4976b61587780c52a,**创投,ac3b95b94d8b717fbfa78c0f44f5c127,2015/8/14,2
515230cfe22f4b6a8cb25640f64b8841,*图,ff97113f75b206883c1687d46385f9a1,2015/11/13,3
515230cfe22f4b6a8cb25640f64b8841,**秀秀,293a792e95959169e91d20cb22d1f9c4,2015/11/13,3
63710d7e4c484458a8d9936355b0d112,**资本,47b7e6e99dfe5bec6214f440a21897cf,2015/9/2,1
63710d7e4c484458a8d9936355b0d112,*度,a3f4a5b080e2a4ef4a708b9c9f5ad003,2015/9/2,2
63710d7e4c484458a8d9936355b0d112,**资本,7602c364d68d1bd27480d1dd36b99b98,2015/9/2,1
63710d7e4c484458a8d9936355b0d112,*度,a3f4a5b080e2a4ef4a708b9c9f5ad003,2016/5/6,2
63710d7e4c484458a8d9936355b0d112,**资本,7602c364d68d1bd27480d1dd36b99b98,2016/5/6,1
3460be22203440fd8934c5ae080ef01e,**资本,efa7bbd5c9505871ff87f065655eb4a2,2015/6/16,3
3460be22203440fd8934c5ae080ef01e,**资本,efa7bbd5c9505871ff87f065655eb4a2,2015/10/20,3
02b238ed7d404b27892367faadff069e,**湾,3651c9eeced5d078d2f4807bdf8a6079,2016/4/8,2
05f0bf77dc3c44e5a143a82a5fc96be9,**资本,66e329df0efca70e4f940b273487f415,2015/10/16,3
54d06d1059af42238e6117d53bd7d71a,星***娱乐,ad076ab3b152b4f643abde9c58e66f83,2014/11/2,3
274ee1c9b2df41debb23891f00a9dbd9,天***科技,7204a7a0486991d1b1939cf5fd8cc4f6,2014/9/28,4
274ee1c9b2df41debb23891f00a9dbd9,**基金,714d6a2af5e648d8f835dbf4106846ee,2015/3/18,1
0e29076a4221431e9249e860a5f45031,合一*****土豆）,4f70851eb578b7e50272dfe63847ba20,2015/5/26,3
0b756723770c4cd7bb69b867189a1e63,**资产,03d9342bf3850cd0bb018274fc7e0c1e,2015/5/21,4
0b756723770c4cd7bb69b867189a1e63,**网,2e8bb020874ca1aa7b9a27816f20af01,2015/11/23,3
eaa3093a0fb046fc8de6bf097d294d58,**中国,357f64dc1c910220db4bfa27289fb004,2014/12/9,3
a6ba1743696d44f98a2abc3ba1e05694,**金融,aec7ed7229e45192ef4b79f1cf482819,2016/3/23,3
764eb7def19447f48f5a9af81ad7032e,杭***资本,dde59f41f393e2a60f47f3b4051ef6fc,2016/3/1,3
7a48885145bf43dfaa6c6ee72ed9cd02,**资本,f0fa1b1b6e73c860a035034b6f10482e,2015/5/21,3
7a48885145bf43dfaa6c6ee72ed9cd02,**创投,5f8659241aa0e5892121d4f7b08ad7a6,2015/5/21,3
8224f95cde604b19864232cd3ab2127e,**投资,9bc36e45ffc079910e92a5c3f1655b54,2014/9/13,3
8224f95cde604b19864232cd3ab2127e,**资本,74d78c69c4b12d2f5987119a143afb1e,2014/9/13,3
8224f95cde604b19864232cd3ab2127e,**资本,74d78c69c4b12d2f5987119a143afb1e,2015/7/21,3
8224f95cde604b19864232cd3ab2127e,孝***投资,889f2dc1d71e260cf9913398da4aef7f,2015/7/21,3
8224f95cde604b19864232cd3ab2127e,**投资,9bc36e45ffc079910e92a5c3f1655b54,2015/7/21,3
64b3d28421554eed90d544fe3f5245c5,**资本,8eaf808ff5daccb074603a32e1abce23,2016/2/24,3
ad1beffff20a40b5b6d8569624c32598,**天成,8384eab5a352ec2da8f2533bfdacb512,2016/6/23,3
f63930f70e564ba1b95ac3008700493a,维度*******工场）,d0016a9a3428d626adc94759c914b645,2015/11/19,3
cfbc13b597d04c6ebb2c42c0044b6133,**资本,2d80873f3df164a552944ac91bc508bc,2015/1/7,3
cfbc13b597d04c6ebb2c42c0044b6133,周大*******************ent,1a566021bfc5d5b5a949d1ea2ac8695c,2015/10/16,4
cfbc13b597d04c6ebb2c42c0044b6133,**福,718937d5b2dc6d72e2704dfdd9532a5b,2015/10/16,4
dff0dc311a2947698df31bc24b326253,**互联,6dbe42ebf81f401b0a5d69931f202f78,2016/6/22,2
