enterprise_id,invest_status,registered_time,registered_capital,address,Tag,Product,industry_code,employees_num
a3f0e6c03d35407c91b78715d989139f,1,2014/6/26,1000,无锡惠山经济开发区智慧路1号清华创新大厦A2001,,微炫客又称为vicmob微炫客（中国），是一家基于社交平台为众多企业提供营销推广服务助力企业转型移动社交经济的第三方平台服务商，旨在通过自主研发的以分享为核心的软件平台，配合线下互动性质的智能硬件设备的研发，以及社交端运营的培训推广运营体系，达到B端商家的整合，连接C端消费者，通过软件硬件平台收集庞大的消费端数据整理从而实现移动社交经济的大数据时代，达到预判级消费服务范围包含了社交端的软件开发运营培训推广，智能硬件设备研发，落地运营培训等一体化解决方案服务提供商,I,
bdf17c8eb7cd46089f91470e4f779b7b,1,2005/7/8,1705,北京市海淀区花园路5号5幢二层217室,,去钓鱼是一家节目制作及频道运营商公司制作并运营了钓鱼频道--《四海钓鱼》，主要为用户提供国内外各类钓鱼赛事报道钓鱼知识与鱼文化普及钓具等产品的生产销售钓鱼技术的运用和发展研究等内容,,
260122fde45248fca21f7cb4b58cd8d8,1,2013/9/16,200,深圳市龙华新区硅谷动力清湖园C2栋竟凯大厦417,,,F,
b63a90e69a5f4067ba8bea33ab2a1e97,1,2006/2/28,4547,衡阳市石鼓区松木工业园,2,,C,
6f31d083b07a4ecaa600afd2ba4844e4,1,2014/10/30,1050,漯河市召陵区东城产业集聚区桃园路北侧21幢101号,,,F,
09c6d1e7db824665946c7499f560b56c,1,2013/7/8,100,北京市朝阳区广渠路36号院5号楼14层1457室,,,F,
b01a297ad03b425a9419f9090e11a1f3,1,2011/10/20,239,上海市长宁区长宁路855号9B室,2,是中国自主研发光电/电磁现象仿真软件EastFDTD并提供电磁/微波领域专业工程咨询与服务提供可靠解决方案的高科技企业，目标是世界着名的光电/电磁研发仿真设计公司EastFDTD仿真软件广泛用于各种电磁系统（天线/雷达雷达罩暗室RCS探测加热等）和光电系统（如光子晶体特异介质激光LED光纤等）等行业的仿真，是工程设计和优化科学研究的必备仿真工具,M,
9a2387dd357444dc82b00866bf972f73,1,2016/5/11,23000,山东省济南市高新区舜华路1118研发楼2号楼1-501室,,,M,
e5a7a5877cda4263b1dc220d0fa2a09a,1,2015/11/20,5000,北京市通州区潞苑南大街185号11号楼1至2层商9,,,L,
18895bd388df49c597355cbb15adde8f,1,2014/4/3,2000,浙江省东阳市南马镇花园村万兴路6-8号,,是茶碗茶壶茶具套装日用品等产品专业生产加工的公司，拥有完整科学的质量管理体系东阳市古匠家具有限公司的诚信实力和产品质量获得业界的认可,F,
68c8a24d6d844679a9df0f7ce61ce50f,1,2004/11/15,500,苏州太湖国家旅游度假区孙武路2999号B楼2楼办公室208-10室,,,K,
aa984adb5b79420294fa39327b5e02be,1,2015/9/11,500,深圳市福田区南园街道玉田社区东园路196号玉田大厦7J,,,L,
fa0f46cc23864748ab0a19d68af2710a,1,2015/8/25,800,北京市大兴区旧宫镇宣颐路7号2号楼2层402室,,,F,
bb6bdc740d75466cbd1b8201593bda61,1,2015/8/18,5000,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,,,J,
2d74c1d591234e859bf4cd5e49a98f5f,1,2015/12/9,5000,北京市海淀区信息路甲28号D座05A-5085,,,M,
bb7ef9971e6d45c9a61fc2287d307875,1,2014/2/27,1156,上海市松江区新飞路1500弄26号三楼,,,M,
f9e815c69ffe49b08af08a4beb1262c6,1,2011/5/10,90000,石家庄市桥西区槐安东路1号,,,L,
05fdcad49a394dd28c80446043f3771a,1,2012/5/4,62,北京市海淀区紫竹院路广源闸5号广源大厦二层276室,,,I,
9e933e67fe6b477eacf5659318b2c287,1,2012/10/26,11511,辽宁省阜新经济开发区东风路218号,,,C,
d73e8fabdd514fa18b079cef674414b9,1,2011/12/27,1000,郑州市金水区丰产路81-1号思达数码大厦C座3层307号,,,F,
2dc94bf87e9f4951935c6d94b068d857,1,2012/2/15,71,深圳市坪山区马峦街道比亚迪路坪山雕塑艺术创意园A09栋101,,,R,
b3460ecbd58044918a3bb3548f39d212,1,2010/1/8,1000,澄迈县金江镇金马大道西侧村头村委会坡波场,,,R,
a757499adc3144f5bc325ffdb6df0d96,1,2004/3/18,5800,上海市浦东新区华东大道2243号1幢101室,,,F,
a67305799d9f45feba7b1d5e3258ac48,1,2014/3/7,6336,长春九台经济开发区卡伦工业南区经二路3号,,,C,
384b1529d6184fa9b23acc8112355ef9,1,2016/1/13,4336,上海市静安区恒丰路668号1层,,办伴科技是一家分布式移动办公服务提供商，是为办公人群提供办公领域综合解决方案的互联网办公房产企业公司线上线下体系的建立，为办公用户打造了办公实际应用，除此之外，办伴科技空间平台的社区活动和商务管家服务，将为用户的生意和员工管理，提供更全面的解决方案,I,
8f688d21dabf4d68b3cadc45aeb35182,1,2014/8/26,303,厦门市软件园三期诚毅大街349号小样青年社区G室-01,,,M,
0249441b1aba4e4fbeb169e8ffe15fa5,1,2016/2/2,52,成都高新区天府大道中段1388号1栋6层661号,,,M,
e4cfeeea669d43a695770dcce3445d70,1,2009/4/13,3000,广元市利州西路87号,,,E,
faa86d92613940e09e35c5a6315eb7d2,1,2009/10/20,30000,上海市闵行区东川路2818号,,,F,
d76e849ac1864b3291535169c63eaf96,1,2015/8/28,36,北京市朝阳区西大望路甲12号2号楼（国家广告产业园区孵化器25852号）,,众创实验室是一家创业加速实验室，旨在通过京东众筹平台资源和京东众创学院导师资源，助力双创孵化和传统企业互联网转型,M,
7f98717aa7f84047973a5e02c2907714,1,2016/2/4,300,浦东新区南汇新城镇环湖西二路888号1幢1区28107室,,,M,
129c320f65c14b339db17508486887c0,1,2013/4/9,20000,新疆克拉玛依市白碱滩区三平镇永新路11号,,,L,
38baf7339a884604b6a1efd90e4260b0,1,2007/8/21,5000,江西省鹰潭市龙虎山鹰潭龙虎山庄,,,H,
3395046e21154de2b7f91b62d5dc58bf,1,2014/7/22,20000,贵州省贵阳市贵阳国家高新技术产业开发区阳关大道28号中国西部（贵阳）高新技术产业研发生产基地4号楼1单元第11层18号,,,F,
ab76cff7bfd0446f86dca9621fd5e431,1,2013/5/2,38000,重庆市綦江区文龙街道核桃湾社区健康路8号,,,K,
d126a986d09147f9a23cc2a38306af5b,1,2015/2/3,105,湖北省武汉市东湖新技术开发区高新大道666号武汉国家生物产业（九峰创新）基地B6栋三楼,,,M,
fbb4b25aed0a41cb8c39a68f227c5bf2,1,2015/2/11,7000,上海市虹口区纪念路500号5幢108室,,,M,
d8cf1754f43e4475acd40b5c5f0773db,1,2015/8/7,568,北京市海淀区大钟寺东路9号1幢B座1层119-35室,,,M,
a499753ef37143b197ed77c46b0fdfab,1,2011/6/13,1000,重庆市北碚区蔡家岗镇凤栖路5号,,,F,
21bae1b45fed452aa67a635c1fddefb2,1,2014/7/10,242,上海市闵行区东川路555号丁楼7089室,2,,M,
1ce484cfb71440539b7c4380bda3f35c,1,2016/4/7,250,长沙高新开发区东方红中路23号神汉商业广场5006房,,,M,
cd43656f10c04a6f8dcf3e7ca0a206d2,1,2012/1/12,2000,浙江省台州市椒江区洪家街道经中路2251号,,,K,
f1c9149000de4f9192edf913140da81d,1,2016/2/6,34870,西昌市月光大道116号,,,L,
26862596f3194ce4b47da2c8c0e3cf24,1,2016/6/20,5556,合肥市高新区创新大道与大别山路交口东南角绿色家电工程和高速铁路新型材料系列产品生产项目1#厂房,,,E,
0243cc6f7ed14462a219b95eaf010743,1,2014/8/18,616,上海市嘉定区福海路1011号3幢A区1608室,,,M,
a4307491fa2e47a3894bb3a0cb84e086,1,2015/1/30,11189,浙江省杭州经济技术开发区白杨街道围垦街66-1号奶粉车间一层,,,D,
1887b4bfd5d54977b4ca4a963e653d66,1,1996/9/17,36000,徐州市淮海西路235号,,,D,
ed465f09c1f14969ada325986807ed9a,1,2016/6/24,7295,云南省昆明经济技术开发区经开路3号昆明科技创新园2F19-7室,,,D,
827c36c7835f401aa63ec0d45feef3e6,1,2006/1/9,7000,青海省湟源县申中乡卡路村,,,C,
13b1c5d029904839aa12c3495f700478,1,1999/11/4,100,云南省昭通市昭阳区南郊,,,C,
6f409213aa184977b67bd05fb6017377,1,2015/12/24,370,北京市通州区梨园镇云景东路51号三层308,,,R,
4e53ee717cc949bc9b1eec59ac006d81,1,1995/8/16,796,贵州省遵义市红花岗区园,,,F,
698edd71c7d94dfe97884cc9d3245652,1,2015/8/27,625,武汉东湖新技术开发区东信路SBI创业街1幢703号,,,I,
ba77f2cc1def42d99804d0addb9f7a46,1,2011/10/21,1000,深圳市南山区粤海街道南山科技园大冲商务中心B座21层西A090,,,L,
8708c826cd2e4d449595e04f0659a8a5,1,2009/11/10,205020,青岛市市北区明霞路37号,,,E,
a2ccea6f5adb442581de91f70bc18714,1,2012/4/23,19830,东营市东营港经济开发区港西三路西港北一路南,,,C,
84177cbc884148a48714e438cee98df0,1,2016/4/21,1000,广州市越秀区东风东路754号之八12楼12041205房,,,L,
7011c6a7271a47e29e9baaa22cb08159,1,2015/11/17,100,苏州工业园区金鸡湖大道1355号国际科技园A2001-7单元,,,I,
bad800aa4e2f4d3ba61b180259b96f43,1,1995/2/13,2100,浙江省宁波市奉化区西坞街道笔峰路28号,,,C,
33bba0cf34f145c0bc41cd73d045c6a5,1,2015/2/11,1112,浙江省湖州市吴兴区八里店镇吴兴科技创业园8号标准厂房南面三层,,,C,
f146f340521140f6b01addb9caef97c5,1,2013/10/14,1250,湖州市八里店镇吴兴科技创业园区7号标准厂房一层A区,3,,M,
ee484f00bad24eaaa6303c62414fdb6f,1,2011/11/28,10000,安徽省黄山市屯溪区前园北路4号,,,C,
018ab49ecdbc4b4bb8ac4dec7f9cfb9d,1,2014/10/23,2000,长春市净月开发区净月大街2950号长春净月高新区民生大厦5004室,,,M,
452c8ca4cbda4c85945554b28f830c60,1,2016/5/27,529,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,,,M,
8558c875181742a1a4ef99ef130d4e92,1,2014/7/10,108,上海市宝山区宝杨路1800号2号楼3257室,,,R,
f04f2e1ab3524dbf8913022a92cc6b70,1,2012/4/6,1000,深圳市宝安区福海街道桥头社区富民工业区5栋7层,,,C,
7cb36ef83597497fb9c6f0fac59d7208,1,2016/6/29,500,山东省烟台市经济技术开发区珠江路32号3号厂房249房间,,,C,
184355b2bc4844f3ae49c288adecbd83,1,2015/2/3,1500,盐城市盐都区楼王镇开放路6号（O）,,,M,
2a044188694747a6b9c57b9d538cf0ea,1,2015/1/4,3800,盐城市盐都区大冈镇卧龙西路68号212室（N）,,,E,
b54f4798a36748029ac488e11717cfc0,1,2013/4/10,37200,苏州市相城区北桥街道凤北路325号,,,N,
29a823ce4b1a42fc82764cc9c2ae92bc,1,2016/1/20,133,中国（四川）自由贸易试验区成都高新区府城大道西段399号7栋3单元15层1502号,,,M,
6970734a70954905b9ef004a2020b97a,1,2008/4/14,100,北京市朝阳区建国路88号现代城6号楼3208,,,F,
8a394a10adcb40e78b15d5311831d5dc,1,2009/11/12,23400,苏州市相城区北桥街道漕湖村,,,L,
be295fadc6464fe98cc09edfdd7fd6f7,1,2006/1/20,4082,深圳市宝安区38区中南花园一栋103号（办公场所）,,,K,
11701e6c69ba4bc9b5057965ac23af38,1,2002/12/18,5000,绍兴市灵芝镇104国道与北复线交叉口,,,K,
686f1e2b834f4046bde34f857720af04,1,1994/11/23,1000,海南省儋州市中兴大道168号新天地酒店6号别墅,,,A,
73862bf2b5ab478cb67f28ecee6c148a,1,2016/3/24,1000,深圳市南山区粤海街道科技中三路深圳软件园一期8栋302室,,,I,
2085bb20faad4c0fbf71a5c9faf685c1,1,2015/9/11,730,中国（福建）自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元X,,,R,
99bd4d84223247548ad25dd92b89e445,1,2014/1/17,30000,无锡空港产业园区锡锦路59号,,,G,
ed427c18fc8e48c6be43c9760890856d,1,2003/10/23,1538,上海市嘉定区南翔镇蕰北公路1755弄5号3层B区3136室,,,L,
a849d493771f406983496d5e24db536a,1,2012/7/11,15000,湖南省衡阳市高新开发区解放大道42号,,,F,
0454317ddb7247018cb88d00e8ff6316,1,2014/1/23,1200,深圳市南山区粤海街道南油第二工业区202栋6层东619,,,F,
d9134c1eaff440dca9d535d399980568,1,2015/12/30,556,深圳市南山区南头街道关口二路智恒战略性新兴产业园30栋4楼406,,,,
a34e8394e4334376a98b45b20a1f5453,1,2011/3/28,7500,临沂高新区科技大道0004号,,,C,
01d8ce03777f4e8b9cda2f019fda1bcf,1,2015/10/23,1111,浙江省杭州市西湖区西溪新座6幢2号门505室,,,I,
f24459c3251146eab58b6f125bf47aa2,1,2003/12/1,1300,上海市虹口区东江湾路188号1幢101室,,药房连锁,F,
366b5cd46f254004b07468a478057f72,1,2015/11/9,3000,浙江省杭州市西湖区双浦镇袁浦街136号3010号,,,J,
9626e47e91d94e15bf58f3e3b406a81a,1,2015/2/10,500,深圳市福田区深南大道1003号大中华国际金融中心A座8楼804,,,F,
f9de35203b4047759b35e7e99f0b6c42,1,2014/11/19,5000,湖北省武汉市江汉区长江日报路93号6层,,,L,
42a4b520cc7944e9b4b5ed04148667d6,1,2013/1/16,4300,北京市海淀区安宁庄西路9号院25号楼3层1-313室,,,I,
20f09e2623a44b0fa39af051beecec0d,1,1993/6/4,5759,苏州市吴中区甪直镇经济开发区,,,K,
facdb32c5aae40f7aefb3d1741886fba,1,2016/1/28,1225,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,,智道金服是国内最早为机构客户提供智能资产配置解决方案的金融科技企业智道金服以大数据为依托以人工智能为手段，帮助客户降低投研成本提高投资效率提升投资业绩,J,
d5a8f39988a74e7dbdd02205e984c533,1,2016/3/14,139,上海市普陀区同普路1130弄7号2楼200-116室,,菠萝斑马居住指南是一个家居装修类自媒体，发布内容通常为居住升级指南家居网购消费决策及用户可以自己动手改装的样本，并且每周提供关于家居装修方面的答疑环节，致力于将良好的居家产品带给用户同时从家居产品切入，为用户提供电商服务,M,
c5fc704aee754d56a49395c800171bc9,1,2008/1/25,13500,西昌市海南乡缸窑村,,,K,
51cd5301317e4803970d499ae792130a,1,2011/11/26,149,北京市海淀区8号北蜂窝一号阿拉坦宾馆221室,,,,
23734917bb25436cafc0fde5b90478b9,1,2014/12/24,20000,中国（上海）自由贸易试验区富特西一路155号C座楼7层7002-C2室,,,L,
373264cce9eb4547b13d50607f8de05e,1,2014/12/18,5000,深圳市龙华区龙华街道清祥路宝能科技园9栋C座1303/1304单位,,共享e伞是一家共享雨伞租赁服务提供商，人们可以通过智能手机快速租用和归还一支四野e伞，深圳四野之家投资发展有限公司旗下产品,C,
d8fb09c3ff6842c3a69d328d11b74aca,1,2002/6/28,4620,吴江经济技术开发区庞金路1801号庞金工业坊15号,,,C,
cfd76bccf10b4f79a9b4f292f0a1e46b,1,2002/4/17,17733,江苏省武进高新技术产业开发区西湖路9号,2,,C,
4984649901a9459aac518656c920b44b,1,2014/6/4,2857,长沙高新开发区尖山路39号长沙中电软件园总部大楼A383,2,,M,
523eaa5c685543e2ae3e7e36c7195fb6,1,2014/8/27,10000,无锡市新吴区龙山路4号B幢704,,,D,
ee1dcdceb23c4a218008412959b6b0a8,1,2016/6/21,10000,贵州省黔南布依族苗族自治州长顺县广顺经济开发区,,,C,
d13affc521a845d0bafb2248cdc162a3,1,2010/8/3,1000,廊坊开发区丁香道1号,,,C,
2af6dec7859f42fd93cc07854a470dfa,1,1992/6/8,40863,安徽省淮北市东山路189号,,,C,
072e47b6c60740fe973b0811a1a63f2a,1,2001/4/19,12699,哈尔滨市南岗区文景街118号,,,F,
0dc35185f64a47c7818fcdd5ee2d499b,1,2001/8/28,45268,重庆市江津区珞璜镇,,,C,
ccc3d78183fd4c71a36acb72c09bb123,1,2014/10/9,500,郑州市高新技术产业开发区雪松路169号,,,,
c4f5163f743f4f5dab1d77ed3d763468,1,2013/11/21,11976,吉林省松原市宁江区雅达虹工业集中区,,,M,
ed687e123b0d4457ba8d27b074e091d4,1,2014/9/4,2300,北京市海淀区西小口路66号16幢3层305室,2,,M,
68d0a3d83be34cffbbe9d5b8bdce02ab,1,2016/1/20,500,深圳市罗湖区南湖街道南湖路3005号国贸商业大厦25F,,,I,
e48cbd4f2a8a4b25bf32f6c365cd2dcc,1,2016/5/5,100,厦门市思明区台东路68号402单元E区之一,,,I,
f1e0ce5bf4a74ca09b734611be135bef,1,2012/10/12,42832,湖南省郴州市临武县花塘乡斜江村,,,A,
e4bcaad6ad334bffb0ae06b7b4e40554,1,2007/12/11,130,云南省曲靖市富源县富村镇新厂村委会上布村,,,B,
42daeb36b3da4e7abebc60fe438bae5e,1,2005/5/9,1000,济南市长清区双泉乡南付村,,,C,
4465ef020e27491da0fced8bee6ac774,1,2005/10/12,4740,泰安市岱岳区粥店办事处院内,,,D,
858cafb0b5e743de88f425f63471b381,1,2015/10/20,300,上海市浦东新区历城路70号甲2132A室,,,L,
c75f7feb2bbc45cd9efa15482e3540fa,1,2013/6/17,2800,新沂市瓦窑镇马庄村323省道北侧,,,A,
fda9a1aaaa7342e98e0eaa543905eec6,1,2015/2/15,1500,温州市鹿城区工业园区昆仑路72号B幢206,,,M,
4c2e16ede19644ea9050d8eec652445c,1,1989/7/20,103,聊城经济技术开发区物流园区瑞泰路1号,,,F,
5eb089b870fc439386554fefc608ced3,1,2013/9/10,1400,昆明市滇池度假区滇池路1391号附楼7号,,,I,
325cd94f7f7a46af9c578bfa27160c68,1,2013/9/10,5000,陕西省西安市高新区南三环辅道G25号3幢四层406室,,,F,
a80f30cb665a4195a2c5eff21c0dda74,1,2011/11/29,5000,安徽省宿州市高新技术产业开发区,,,F,
8674ed9007e44eccb3ae9047dce2f834,1,2015/2/4,7692,深圳市龙华新区观澜街道福城章阁社区落坑工业区A栋501A,2,,C,
57dfedfe82df4c2088229c26e015ed65,1,2015/9/11,1000,福建省龙岩市新罗区龙腾北路200号宝泰小区建设大厦四楼,,,D,
514a964b970449c6864017a680263cf0,1,2008/12/27,200,广州市荔湾区流花路中展里68号8楼806房之二,,,L,
506b93dabb6945569c703dc1bc43ade8,1,2013/6/28,20000,潍坊市滨海区央子街办以北25公里潍坊森达美港区西港路西办公楼108室,,,E,
86b541d858d34410abd57aa6749d71d3,1,2002/12/2,4859,蛟河市民主街民旺委（永安小区1号楼）,,,F,
753215f44ef44ef88728b69ecc7a2e34,1,2010/12/29,1500,南通市崇川路1号,,,F,
79137b91843143a0accf3f62f393a598,1,2015/2/3,1500,山东省烟台市经济技术开发区泰山路11号3号楼,,,Q,
a6bd4ea49f224a4a999951f302989b3c,1,2015/10/28,1000,贵州省贵阳市花溪区董家堰村螺丝冲1层,,,I,
da8b321fc3c545d0a93d1262cc94d637,1,2012/7/10,56714,内蒙古满洲里市产业园区国际货场内中俄农产品贸储基地,,,F,
86cedfb7481e424eb45f2859059b5c9b,1,2016/1/18,1000,盐城经济技术开发区希望大道南路5号4幢410,,,M,
047c757a562b4eb78c1591192b1754c4,1,2011/8/4,6370,无锡市滨湖区马山朝霞路,,,R,
840211d941e942c9ae1af2e596f65679,1,2015/10/20,2000,北京市朝阳区朝阳北路99号楼17层2单元2012,,,R,
b76c645aef454d26ab586420b43a6575,1,2006/10/27,1800,信阳市羊山新区龙飞山办事处银钱村,,,F,
49d7d86cd6284d5191f7af5b0a2038a6,1,2015/6/19,1000,武汉东湖新技术开发区华师园北路18号6栋9层-1,,南泥湾是一家农林牧果蔬土特产品交易与技术服务平台，利用大数据等技术运营服务手段，向农业生产端种植养殖公司提供生产技术服务农业物资供应产品销售渠道建设等综合生产运营解决方案,I,
67f1e67f965d41bd90780b3b0da3cd2e,1,2015/7/13,5115,浙江省杭州市江干区圣奥中央商务大厦3503室,,微米在线是一家互联网票据平台，专注于银行承兑汇票为主的低风险金融资产投资理财的细分市场，致力于为企业及个人打造票据融资票据理财的服务平台，隶属于杭州昊晟科技有限公司,I,3
b3c7fb8c79e04ad9baf69c27b271bc4b,1,2012/8/29,1000,上海市奉贤区南桥镇大亭公路4959号3幢309室,,,F,
a8ce4fec91d14d499fa2f82c54f4cb4c,1,2015/9/11,714,浙江省杭州市西湖区三墩镇西园三路3号5幢502室,,,M,19
86b0f5a0f3e14c3b9595d50619f0897f,1,2016/5/17,53,北京市海淀区中关村东路1号院8号楼地下一层CB101-119,,,M,
df9ffffc049f4bd088c1572e0bcb71c2,1,2016/3/23,300,北京市朝阳区工人体育场北路55号楼三层3120房间,,,R,2
0c5dcb670c644b8d9782c93d9a08cc97,1,2016/5/3,69,北京市怀柔区雁栖经济开发区乐园大街17号2层,,,M,
aa806dc7e4e744b9973bc904cad57c97,1,2015/12/25,105,北京市北京经济技术开发区经海二路29号院7号楼202-23,,,M,
940dcc54340d41da9f823f6dd06611fc,1,2014/10/20,125,武汉市东湖开发区珞瑜路243号科技大厦,,是一家主攻水下光学成像技术及相关工程应用技术的公司公司致力于解决内陆较浑浊水系条件下的可视化难题，综合团队多年积累的理论研究成果和丰富的实践经验，发布了国内首个普及型浑浊水域光学成像装置，为各类复杂条件下的水下工程及堤坝养护提供产品和技术支持除此之外，公司产品及研发方向还涵盖便携式水下光学成像激光探测及成像信号处理设备等多个水下光学探测领域,M,
eb7b6612ca0f49dab7e93b60cfa677d6,1,2014/9/28,500,深圳市宝安区福永街道福园一路天瑞工业园B6栋四楼东,,,F,
509a2edf391846a685a3083366df7d74,1,2014/10/30,16800,新疆克拉玛依市克拉玛依区经四街206号,,,L,
b04ebcaf725d4da6af44648d9f80e3d3,1,2015/11/25,700,北京市石景山区实兴大街30号院7号楼1层74号,,骑加是一家移动式单车4S店，致力于通过移动式单车4S店为骑行者提供更近更专业的服务是集整车安装精准调试维修保养升级改装骑行指导赛事保障零配件耗材和装备仓储商品陈列运送售卖等功能为一体的移动式单车4S店依托于独立开发的在线预订系统，为整车厂商零配件厂商广大骑友俱乐部和车队提供全方位的服务,M,3
85d40c5241434841b93f98ad5ede077f,1,2014/6/25,1200,北京市海淀区安宁庄东路8号4幢三层334号,,,M,24
8e4942fc676a4109bbab35a33d45159f,1,2014/10/13,1010,南京市秦淮区军农路3号3152室,,,I,
cbf3c68a61cb4ae38946ed011ccd970e,1,2014/4/14,108,南京市江宁区高新园弘景大道1号南京工程学院综合服务楼318室,,,L,
