enterprise_id,case_time,case_type,case_prop
a2ccea6f5adb442581de91f70bc18714,2015/1/20,2,
a2ccea6f5adb442581de91f70bc18714,2015/8/25,2,
a2ccea6f5adb442581de91f70bc18714,2015/8/25,2,
bad800aa4e2f4d3ba61b180259b96f43,2012/6/20,2,
f04f2e1ab3524dbf8913022a92cc6b70,2016/5/25,2,
f04f2e1ab3524dbf8913022a92cc6b70,2016/2/2,5,
8a394a10adcb40e78b15d5311831d5dc,2016/11/23,1,
11701e6c69ba4bc9b5057965ac23af38,2015/10/12,2,
11701e6c69ba4bc9b5057965ac23af38,2016/7/22,2,
11701e6c69ba4bc9b5057965ac23af38,2013/8/19,5,
11701e6c69ba4bc9b5057965ac23af38,2017/5/20,5,
11701e6c69ba4bc9b5057965ac23af38,2016/12/8,2,
11701e6c69ba4bc9b5057965ac23af38,2015/10/12,2,
11701e6c69ba4bc9b5057965ac23af38,2012/12/12,2,
11701e6c69ba4bc9b5057965ac23af38,2014/5/7,5,
11701e6c69ba4bc9b5057965ac23af38,2012/2/10,2,
11701e6c69ba4bc9b5057965ac23af38,2012/3/29,2,
11701e6c69ba4bc9b5057965ac23af38,2012/5/10,2,
11701e6c69ba4bc9b5057965ac23af38,2012/10/30,2,
11701e6c69ba4bc9b5057965ac23af38,2015/3/18,2,
686f1e2b834f4046bde34f857720af04,2014/5/4,2,
686f1e2b834f4046bde34f857720af04,2015/12/9,2,
99bd4d84223247548ad25dd92b89e445,2017/6/29,5,
a34e8394e4334376a98b45b20a1f5453,2016/11/15,2,
a34e8394e4334376a98b45b20a1f5453,2016/11/21,2,
a34e8394e4334376a98b45b20a1f5453,2015/5/28,1,
a34e8394e4334376a98b45b20a1f5453,2016/12/21,2,
f24459c3251146eab58b6f125bf47aa2,2015/9/10,1,
20f09e2623a44b0fa39af051beecec0d,2015/8/18,2,
20f09e2623a44b0fa39af051beecec0d,2015/1/16,2,
20f09e2623a44b0fa39af051beecec0d,2015/8/18,2,
20f09e2623a44b0fa39af051beecec0d,2015/1/26,2,
20f09e2623a44b0fa39af051beecec0d,2015/1/26,2,
20f09e2623a44b0fa39af051beecec0d,2015/1/16,2,
c5fc704aee754d56a49395c800171bc9,2016/10/26,2,
c5fc704aee754d56a49395c800171bc9,2015/6/9,2,
c5fc704aee754d56a49395c800171bc9,2017/3/9,2,
c5fc704aee754d56a49395c800171bc9,2017/4/14,5,
c5fc704aee754d56a49395c800171bc9,2016/12/11,2,
c5fc704aee754d56a49395c800171bc9,2015/6/9,2,
c5fc704aee754d56a49395c800171bc9,2017/3/28,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2015/6/18,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2015/11/19,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2014/1/15,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2017/1/6,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2015/2/12,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2015/11/12,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2014/12/17,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2011/2/14,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2017/3/30,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2011/2/14,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2017/1/6,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2016/5/19,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2016/5/27,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2014/4/8,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2015/10/29,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2016/9/20,2,
cfd76bccf10b4f79a9b4f292f0a1e46b,2016/9/20,2,
523eaa5c685543e2ae3e7e36c7195fb6,2015/11/5,2,
ee1dcdceb23c4a218008412959b6b0a8,2017/6/22,2,
2af6dec7859f42fd93cc07854a470dfa,2016/8/15,2,
2af6dec7859f42fd93cc07854a470dfa,2014/8/14,2,
2af6dec7859f42fd93cc07854a470dfa,2017/6/30,2,
2af6dec7859f42fd93cc07854a470dfa,2016/12/27,1,
2af6dec7859f42fd93cc07854a470dfa,2017/3/7,2,
2af6dec7859f42fd93cc07854a470dfa,2016/4/19,2,
2af6dec7859f42fd93cc07854a470dfa,2016/6/23,2,
2af6dec7859f42fd93cc07854a470dfa,2014/9/22,1,
2af6dec7859f42fd93cc07854a470dfa,2016/12/27,1,
2af6dec7859f42fd93cc07854a470dfa,2016/11/22,1,
2af6dec7859f42fd93cc07854a470dfa,2016/4/19,2,
2af6dec7859f42fd93cc07854a470dfa,2016/3/21,2,
2af6dec7859f42fd93cc07854a470dfa,2017/6/9,2,
2af6dec7859f42fd93cc07854a470dfa,2016/4/19,2,
2af6dec7859f42fd93cc07854a470dfa,2016/7/29,2,
2af6dec7859f42fd93cc07854a470dfa,2017/6/20,2,
2af6dec7859f42fd93cc07854a470dfa,2017/1/16,2,
2af6dec7859f42fd93cc07854a470dfa,2016/12/27,1,
2af6dec7859f42fd93cc07854a470dfa,2016/4/19,2,
2af6dec7859f42fd93cc07854a470dfa,2014/3/27,2,
2af6dec7859f42fd93cc07854a470dfa,2016/12/23,2,
072e47b6c60740fe973b0811a1a63f2a,2015/5/25,2,
072e47b6c60740fe973b0811a1a63f2a,2014/1/6,2,
072e47b6c60740fe973b0811a1a63f2a,2014/7/9,2,
0dc35185f64a47c7818fcdd5ee2d499b,2014/10/13,2,
0dc35185f64a47c7818fcdd5ee2d499b,2015/6/17,2,
0dc35185f64a47c7818fcdd5ee2d499b,2014/12/11,2,
0dc35185f64a47c7818fcdd5ee2d499b,2014/5/23,2,
0dc35185f64a47c7818fcdd5ee2d499b,2016/2/24,2,
0dc35185f64a47c7818fcdd5ee2d499b,2015/11/19,2,
0dc35185f64a47c7818fcdd5ee2d499b,2016/4/20,2,
0dc35185f64a47c7818fcdd5ee2d499b,2017/3/13,2,
0dc35185f64a47c7818fcdd5ee2d499b,2016/4/20,2,
0dc35185f64a47c7818fcdd5ee2d499b,2015/6/8,2,
0dc35185f64a47c7818fcdd5ee2d499b,2015/6/17,2,
0dc35185f64a47c7818fcdd5ee2d499b,2015/6/17,2,
f1e0ce5bf4a74ca09b734611be135bef,2015/1/26,2,
f1e0ce5bf4a74ca09b734611be135bef,2015/4/9,5,
e4bcaad6ad334bffb0ae06b7b4e40554,2016/1/19,2,
4465ef020e27491da0fced8bee6ac774,2014/7/26,5,
4465ef020e27491da0fced8bee6ac774,2016/9/1,1,
4c2e16ede19644ea9050d8eec652445c,2015/4/13,2,
a80f30cb665a4195a2c5eff21c0dda74,2016/5/25,2,
a80f30cb665a4195a2c5eff21c0dda74,2015/10/10,2,
a80f30cb665a4195a2c5eff21c0dda74,2015/10/10,2,
a80f30cb665a4195a2c5eff21c0dda74,2016/2/22,2,
a80f30cb665a4195a2c5eff21c0dda74,2015/11/27,2,
753215f44ef44ef88728b69ecc7a2e34,2016/11/23,5,
753215f44ef44ef88728b69ecc7a2e34,2014/11/26,2,
753215f44ef44ef88728b69ecc7a2e34,2016/5/17,2,
b76c645aef454d26ab586420b43a6575,2015/4/29,2,
b76c645aef454d26ab586420b43a6575,2016/12/22,2,
b76c645aef454d26ab586420b43a6575,2017/3/14,2,
b76c645aef454d26ab586420b43a6575,2016/4/14,2,
b76c645aef454d26ab586420b43a6575,2016/9/12,2,
6f85e4d746d64f6bb17fae2963a6abc7,2016/4/8,2,
6f85e4d746d64f6bb17fae2963a6abc7,2017/3/27,2,
6f3c22d3571e454191c44caf46907fc7,2017/3/13,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/7/3,2,
5e1fa233ecd04a56a06e8505a2a216f8,2013/10/21,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/2/20,2,
5e1fa233ecd04a56a06e8505a2a216f8,2013/8/9,2,
5e1fa233ecd04a56a06e8505a2a216f8,2013/9/3,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/6/12,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/7/3,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/2/20,2,
5e1fa233ecd04a56a06e8505a2a216f8,2012/5/23,5,
5e1fa233ecd04a56a06e8505a2a216f8,2014/7/3,2,
5e1fa233ecd04a56a06e8505a2a216f8,2017/3/15,1,
5e1fa233ecd04a56a06e8505a2a216f8,2013/8/9,2,
5e1fa233ecd04a56a06e8505a2a216f8,2014/7/3,2,
5e1fa233ecd04a56a06e8505a2a216f8,2017/3/15,1,
9b7e27c1b9474dc88e197c03aae0db13,2013/9/18,2,
e1023cd100f1479ba1fe5d5bc350d17d,2015/12/24,2,
0d57d69cd3124f549c679d7c89885375,2016/4/15,5,
0d57d69cd3124f549c679d7c89885375,2014/9/25,2,
0d57d69cd3124f549c679d7c89885375,2015/10/8,5,
0d57d69cd3124f549c679d7c89885375,2015/11/13,2,
0d57d69cd3124f549c679d7c89885375,2014/9/25,2,
0d57d69cd3124f549c679d7c89885375,2015/10/8,5,
0d57d69cd3124f549c679d7c89885375,2014/9/25,2,
0d57d69cd3124f549c679d7c89885375,2015/10/8,5,
cce8e292bc49458a841cc1129d37fe65,2016/5/31,2,
76694f9e0c92448bb017378fe83c4971,2017/6/26,2,
76694f9e0c92448bb017378fe83c4971,2016/9/8,2,
94fd950279dc4963b3265e7156a8c736,2015/6/23,2,
94fd950279dc4963b3265e7156a8c736,2015/11/23,2,
94fd950279dc4963b3265e7156a8c736,2015/5/14,2,
94fd950279dc4963b3265e7156a8c736,2016/7/28,5,
94fd950279dc4963b3265e7156a8c736,2015/6/1,2,
94fd950279dc4963b3265e7156a8c736,2016/4/19,2,
94fd950279dc4963b3265e7156a8c736,2016/6/15,5,
94fd950279dc4963b3265e7156a8c736,2015/7/27,2,
94fd950279dc4963b3265e7156a8c736,2017/3/30,5,
94fd950279dc4963b3265e7156a8c736,2015/11/3,5,
aee9aebe41184e289668ad14522a43d1,2014/7/14,2,
aee9aebe41184e289668ad14522a43d1,2014/12/26,2,
aee9aebe41184e289668ad14522a43d1,2014/4/23,2,
aee9aebe41184e289668ad14522a43d1,2016/3/25,2,
aee9aebe41184e289668ad14522a43d1,2016/6/17,2,
aee9aebe41184e289668ad14522a43d1,2016/11/7,2,
aee9aebe41184e289668ad14522a43d1,2015/10/13,5,
aee9aebe41184e289668ad14522a43d1,2015/5/18,2,
aee9aebe41184e289668ad14522a43d1,2015/1/19,2,
aee9aebe41184e289668ad14522a43d1,2015/5/22,2,
aee9aebe41184e289668ad14522a43d1,2016/12/20,5,
aee9aebe41184e289668ad14522a43d1,2016/1/8,2,
aee9aebe41184e289668ad14522a43d1,2014/9/11,2,
aee9aebe41184e289668ad14522a43d1,2016/9/7,2,
aee9aebe41184e289668ad14522a43d1,2015/7/3,3,
aee9aebe41184e289668ad14522a43d1,2014/11/17,2,
aee9aebe41184e289668ad14522a43d1,2014/10/17,2,
aee9aebe41184e289668ad14522a43d1,2015/4/8,2,
aee9aebe41184e289668ad14522a43d1,2015/9/22,2,
aee9aebe41184e289668ad14522a43d1,2016/3/9,2,
aee9aebe41184e289668ad14522a43d1,2014/8/11,2,
aee9aebe41184e289668ad14522a43d1,2014/7/14,5,
aee9aebe41184e289668ad14522a43d1,2015/5/5,2,
aee9aebe41184e289668ad14522a43d1,2014/7/2,2,
aee9aebe41184e289668ad14522a43d1,2015/4/20,2,
aee9aebe41184e289668ad14522a43d1,2015/1/12,2,
3cfe8b101ae6405ea086754fd5d8026c,2014/6/25,2,
3cfe8b101ae6405ea086754fd5d8026c,2015/12/10,2,
3cfe8b101ae6405ea086754fd5d8026c,2014/8/29,2,
3cfe8b101ae6405ea086754fd5d8026c,2015/1/5,2,
760458b8d5ab46c1a15c981cdb64f9de,2016/4/25,2,
760458b8d5ab46c1a15c981cdb64f9de,2017/4/14,2,
760458b8d5ab46c1a15c981cdb64f9de,2018/4/10,2,
760458b8d5ab46c1a15c981cdb64f9de,2018/4/18,2,
760458b8d5ab46c1a15c981cdb64f9de,2018/5/18,2,
760458b8d5ab46c1a15c981cdb64f9de,2016/8/15,5,
760458b8d5ab46c1a15c981cdb64f9de,2018/6/22,2,
760458b8d5ab46c1a15c981cdb64f9de,2015/9/6,1,
760458b8d5ab46c1a15c981cdb64f9de,2015/11/19,2,
8e47c424e57842b5b0385778c41a0597,2017/2/24,1,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/5/26,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/1/17,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/11/13,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/10/23,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/11/12,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/4/22,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/12/26,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/7/22,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/7/1,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/10/12,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/3/17,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/12/26,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/5/16,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/8/6,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/12/12,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/7/3,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/7/14,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/4/16,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/8/6,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2014/7/22,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2013/11/15,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/1/10,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/6/27,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/3/10,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/10/27,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/3/29,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2017/11/10,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2018/1/3,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/11/19,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/9/29,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/6/30,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/11/27,5,
a6a06541a3dd4186a46b9c11fe76b0e1,2015/11/19,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/7/18,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2017/5/24,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/5/16,2,
a6a06541a3dd4186a46b9c11fe76b0e1,2016/2/22,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2016/11/21,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/3/27,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/4/19,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/1/25,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
f3862a42349e46218546198d89f0b4b4,2017/2/7,2,
7a2f11de3ffc455382436fafd7578946,2016/12/30,2,
7a2f11de3ffc455382436fafd7578946,2016/10/31,2,
7a2f11de3ffc455382436fafd7578946,2017/9/27,2,
7a2f11de3ffc455382436fafd7578946,2016/12/22,2,
7a2f11de3ffc455382436fafd7578946,2016/11/2,2,
ead1c850d5d44667bffb6a2718ed82a9,2016/11/10,2,
ead1c850d5d44667bffb6a2718ed82a9,2015/8/11,2,
ead1c850d5d44667bffb6a2718ed82a9,2015/1/9,2,
ead1c850d5d44667bffb6a2718ed82a9,2015/12/2,2,
ead1c850d5d44667bffb6a2718ed82a9,2014/12/26,2,
ead1c850d5d44667bffb6a2718ed82a9,2016/4/19,2,
ead1c850d5d44667bffb6a2718ed82a9,2017/5/8,2,
ead1c850d5d44667bffb6a2718ed82a9,2014/7/25,2,
ead1c850d5d44667bffb6a2718ed82a9,2016/1/25,2,
ead1c850d5d44667bffb6a2718ed82a9,2015/12/2,2,
ead1c850d5d44667bffb6a2718ed82a9,2016/10/24,2,
ead1c850d5d44667bffb6a2718ed82a9,2014/5/1,2,
ead1c850d5d44667bffb6a2718ed82a9,2016/4/11,2,
ead1c850d5d44667bffb6a2718ed82a9,2015/12/29,2,
368db522d2d644f0bde87e48760bdcd3,2010/1/21,2,
1effded0d78841d2be27a6266b0d4ffd,2017/7/2,2,
1effded0d78841d2be27a6266b0d4ffd,2017/5/25,2,
bf0079a0164843238032cf8484e582b3,2017/11/9,2,
bf0079a0164843238032cf8484e582b3,2015/6/15,2,
bf0079a0164843238032cf8484e582b3,2017/6/19,2,
bf0079a0164843238032cf8484e582b3,2015/10/20,2,
bf0079a0164843238032cf8484e582b3,2017/8/25,3,
bf0079a0164843238032cf8484e582b3,2017/8/25,3,
bf0079a0164843238032cf8484e582b3,2014/10/29,2,
bf0079a0164843238032cf8484e582b3,2014/2/14,2,
bf0079a0164843238032cf8484e582b3,2015/3/3,2,
bf0079a0164843238032cf8484e582b3,2015/8/6,2,
bf0079a0164843238032cf8484e582b3,2017/9/26,2,
bf0079a0164843238032cf8484e582b3,2016/9/6,2,
bf0079a0164843238032cf8484e582b3,2014/10/17,2,
bf0079a0164843238032cf8484e582b3,2015/6/9,2,
bf0079a0164843238032cf8484e582b3,2017/11/23,2,
bf0079a0164843238032cf8484e582b3,2017/9/13,2,
bf0079a0164843238032cf8484e582b3,2017/5/8,2,
bf0079a0164843238032cf8484e582b3,2016/11/28,2,
bf0079a0164843238032cf8484e582b3,2014/6/5,2,
bf0079a0164843238032cf8484e582b3,2014/6/5,2,
e028dbf9b09c44099f2f4291341fb335,2016/12/28,2,
e028dbf9b09c44099f2f4291341fb335,2015/6/30,5,
e028dbf9b09c44099f2f4291341fb335,2016/12/28,2,
e028dbf9b09c44099f2f4291341fb335,2017/3/16,2,
e028dbf9b09c44099f2f4291341fb335,2017/6/5,2,
e028dbf9b09c44099f2f4291341fb335,2014/4/21,2,
60566cb0ed54464f98e70845d0d0b7c6,2016/12/3,2,
60566cb0ed54464f98e70845d0d0b7c6,2016/9/8,3,
60566cb0ed54464f98e70845d0d0b7c6,2016/9/8,3,
6decad82942a4160ad2b7e93dbbfe9d3,2013/11/11,2,
4e535729d0d9435c8555db8c6c38c110,2016/5/24,2,
fb9d124438444e5482656a73e79ea657,2017/5/31,2,
fb9d124438444e5482656a73e79ea657,2016/11/22,2,
55cfc49ed4764cf09f2db868fc0eedb7,2016/11/1,2,
55cfc49ed4764cf09f2db868fc0eedb7,2017/3/30,2,
55cfc49ed4764cf09f2db868fc0eedb7,2015/4/14,2,
55cfc49ed4764cf09f2db868fc0eedb7,2014/1/28,2,
55cfc49ed4764cf09f2db868fc0eedb7,2016/5/18,2,
55cfc49ed4764cf09f2db868fc0eedb7,2015/1/28,2,
55cfc49ed4764cf09f2db868fc0eedb7,2016/11/1,2,
55cfc49ed4764cf09f2db868fc0eedb7,2015/3/23,2,
55cfc49ed4764cf09f2db868fc0eedb7,2014/5/27,2,
55cfc49ed4764cf09f2db868fc0eedb7,2016/11/28,2,
55cfc49ed4764cf09f2db868fc0eedb7,2016/5/5,2,
55cfc49ed4764cf09f2db868fc0eedb7,2015/3/23,2,
bdf8c31515164744b224b3d2debc09bc,2017/2/20,1,
abbc0ff12bcb41dc9f00144cc52b7add,2016/2/23,2,
abbc0ff12bcb41dc9f00144cc52b7add,2017/12/7,2,
abbc0ff12bcb41dc9f00144cc52b7add,2017/9/11,2,
d06140c14b694c34a2d8cadbb81ea975,2016/11/23,2,
d06140c14b694c34a2d8cadbb81ea975,2016/5/26,2,
d06140c14b694c34a2d8cadbb81ea975,2014/12/18,2,
8ff37314bbf24a15828a69b60c5ca35f,2018/2/24,2,
8ff37314bbf24a15828a69b60c5ca35f,2017/7/3,2,
a302f74b2bf04b6fbba67e414570ce78,2015/7/9,2,
a302f74b2bf04b6fbba67e414570ce78,2015/9/15,2,
a302f74b2bf04b6fbba67e414570ce78,2014/10/12,2,
a302f74b2bf04b6fbba67e414570ce78,2015/12/15,2,
a302f74b2bf04b6fbba67e414570ce78,2014/11/4,2,
a302f74b2bf04b6fbba67e414570ce78,2014/8/11,5,
a302f74b2bf04b6fbba67e414570ce78,2017/6/12,5,
a302f74b2bf04b6fbba67e414570ce78,2014/11/19,2,
a302f74b2bf04b6fbba67e414570ce78,2016/2/3,2,
a302f74b2bf04b6fbba67e414570ce78,2015/2/11,2,
a302f74b2bf04b6fbba67e414570ce78,2016/1/18,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/25,5,
a302f74b2bf04b6fbba67e414570ce78,2013/6/24,2,
a302f74b2bf04b6fbba67e414570ce78,2014/3/18,2,
a302f74b2bf04b6fbba67e414570ce78,2014/3/31,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/25,5,
a302f74b2bf04b6fbba67e414570ce78,2016/1/18,2,
a302f74b2bf04b6fbba67e414570ce78,2014/11/5,2,
a302f74b2bf04b6fbba67e414570ce78,2016/8/22,2,
a302f74b2bf04b6fbba67e414570ce78,2016/9/5,2,
a302f74b2bf04b6fbba67e414570ce78,2014/9/1,2,
a302f74b2bf04b6fbba67e414570ce78,2015/11/9,2,
a302f74b2bf04b6fbba67e414570ce78,2014/12/1,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/25,5,
a302f74b2bf04b6fbba67e414570ce78,2017/4/13,2,
a302f74b2bf04b6fbba67e414570ce78,2014/4/13,2,
a302f74b2bf04b6fbba67e414570ce78,2014/12/8,2,
a302f74b2bf04b6fbba67e414570ce78,2017/5/31,2,
a302f74b2bf04b6fbba67e414570ce78,2013/12/11,2,
a302f74b2bf04b6fbba67e414570ce78,2015/9/8,2,
a302f74b2bf04b6fbba67e414570ce78,2015/7/9,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/20,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/25,5,
a302f74b2bf04b6fbba67e414570ce78,2013/12/11,2,
a302f74b2bf04b6fbba67e414570ce78,2014/3/31,2,
a302f74b2bf04b6fbba67e414570ce78,2015/9/15,2,
a302f74b2bf04b6fbba67e414570ce78,2014/6/25,5,
a302f74b2bf04b6fbba67e414570ce78,2015/6/8,2,
a302f74b2bf04b6fbba67e414570ce78,2017/5/25,2,
