enterprise_id,registered_time,registered_capital,address,Tag,Product,industry_code,employees_num
c8846e3c3917400a81df534c6fa46a9d,2011/10/18,233,长沙高新开发区麓谷大道627号长海创业基地2楼202房,2,楼盘网是一家房地产综合门户及营销平台，提供新房房源优惠楼盘新闻二手房租房论坛等服务，湖南创业工场网络科技有限公司旗下网站,M,
17461ee79475416c81f6a8f5c535f034,2013/3/13,500,深圳市南山区粤海街道高新中四道31号研祥科技大厦五楼B1单元,2,赢医通是一家医疗信息化公司，主营业务是为友德医的会员提供线下体检服务和线下健康管理服务，为网络医院合作伙伴提供药品统购服务等，主要收入来源于友德医会员的脑卒中及三高检验服务费,F,36
ee4d1ea2d840446f9ef2a2f429569c84,2006/11/23,100,北京市朝阳区广渠路66号院8号楼2层202室,,Cosiway是一家主打室内环境改善服务的提供商，提供环保清洁行业产品，包括喷香机喷香剂卷纸皂液服务等，隶属于北京宜泰尔商贸有限责任公司,F,14
19beee5ee5804058ad24944a40e7b86c,2013/7/10,20,北京市海淀区彩和坊路11号13层1301,,疯子游戏助手是一个面向iOS游戏玩家的工具软件，提供游戏存档游戏icloud账号分享游戏攻略分享等，北京紫贝壳软件有限公司旗下产品,I,
68715b3940fb4aee96f9c5fd1ac3aa89,2013/10/18,106,深圳市宝安区新安街道45区富源大厦七层708室,2,NextWiFi科技是国内领先的商用Wi-Fi技术提供商，其核心产品WiFind云营销系统可为大型商场餐饮酒店休闲娱乐场所展会博物馆等提供智能精准定位的内容投放与信息促销服务，结合公司独有的云管理，页面感知，客流检测及数据挖掘技术，更可进一步地为商户提供真实的用户消费行为数据，直观的投放效果查看和专业的营销推广建议,I,
61e9669548e04456ad9cd4d428d87135,2014/8/6,146,深圳市南山区高新南一道中国科技开发院三期26楼B2,2,同行者科技是一家专注于车联网产品自主研发与运营的公司立足于智能硬件和互联网技术，改善车主在行车过程中，遇到的各种不便和障碍，致力于有车一族网络智能交互方式，并在此之上提供可持续性的内容与服务,F,
6b59551973a148f9808228806d524e8e,2015/9/11,1,中国（上海）自由贸易试验区德堡路38号1幢楼3层302-29室,,河马充电是一家新成立的移动电源充电租赁服务品牌，河马充电的产品属于桌牌式，即布设在B端商家店内，不可带走，定价1元/小时，无需押金，内置充电线,I,
5fe8e452aeef4b0d981358f8c78867bf,2009/3/30,3810,北京市昌平区中关村科技园区昌平园振兴路28号,2,业务涉及噪声与振动污染控制汽车排放污染控制工业废气污染控制有机固废资源化处理及节能新技术领域,M,14
a5153c7a65414a6f86fbcc0b8598435c,2015/8/24,1053,上海市徐汇区龙华中路600号7楼712-A11室,,弈猫专注于运动控制伺服驱动机器人自动化技术领域，为用户提供最完整，最先进的控制器伺服驱动器智能电机运动控制算法及主站控制软件等产品解决方案，是国内最专业的工业实时以太网控制机器人技术方案提供商,M,20
9bdc725e8ab24f53935b77a9f5d378ce,2010/5/14,1200,郑州高新区长椿路11号Y6幢1单元2层1号,,,M,24
2ec21bee8c6d43489911ea9f5a3b802e,2015/4/24,350,苏州工业园区金鸡湖大道1355号国际科技园11B1-B3,,就爱广场舞是中国最大的广场舞爱好者社区，致力于中老年兴趣社交领域,I,70
510e1ed72af042a693d41f54c58cd8e7,2016/1/12,500,北京市海淀区西四环北路158号1幢5层5179,,灵龙文化是一家文化影视公司，业务包括作品创作剧本改编影视研发和游戏授权，同时涉足VR内容开发领域，拥有众多IP资源，包括《九州缥缈录》《龙族》等作品,R,
06aaa71e07c04f7f8a1ee4405249031b,2014/7/7,174,深圳市南山区南山街道科研路9号比克科技大厦401K,,证照随拍是一款可以随时随地拍摄证件照的工具型App，隶属于深圳市飘飘宝贝有限公司；熊猫签证是一家为出国用户提供签证服务的在线app，为用户提供快捷方便的签证全新体验，隶属于深圳市飘飘宝贝有限公司,F,
cc8e728ed1f14e06bdf3232d0fa1b944,2011/4/12,111,北京市朝阳区百子湾西里104号楼1单元419,,果皮移动旗下的果皮卡是一款利用餐饮数据挖掘，帮助商户精准推送优惠券，提高消费频次和客单价,M,50
28b3937c39b4446fae454671f585ef3c,2014/7/29,643,厦门市软件园三期诚毅大街339号1003单元,,爱拼是一个专注APP运营与研发的公司，最新产品爱拼APP专注新奇特产品，通过群体撮合+C2B模式搭建青年极客社区,I,12
f85dca294012421abe49e3ad0008b1c7,2015/3/3,131,北京市东城区左安门内大街19号1号楼179室,,智相健康科技是一家医药技术服务公司，旗下产品“智慧药箱”专注构建患者CRM+深度药学服务的系统，通过扫码技术联结制药企业药店/医院和患者，记录用户的详细用药记录，为用户提供动态个性化的药学服务，实现患者的智慧用药,M,
ba63a2a74a574fa29b7f0040d5559c9f,2014/5/23,251,深圳市南山区粤海街道深南大道9966号威盛科技大厦1408,2,途拍是专注于海外婚纱摄影的展示和服务平台，平台上展示摄影师的作品和联系方式，用户挑选满意的海外婚纱摄影师；一面网络是一家从事数据沉淀处理整合理解，以及可视化工作的公司隶属于深圳市一面网络技术有限公司,I,40
7d60eaf41a3a43b4a226f0114c6530a5,2014/6/18,294,北京市海淀区丹棱街18号1号楼9层902903904室,,蜂信控股是一家互联网金融企业为员工提供创新的消费金融服务让企业员工可在众多顶级商户折扣消费同时提供对应的白条分期金融服务，优质的理财投资金融服务，快速便捷的小额信贷金融服务等,I,10
0c01fdaa900b4b1eb7bcb8354733401f,2014/9/26,1250,北京市朝阳区汤立路201号院4号楼21层1单元2506,2,车车车险是一家为车主提供车险智能推荐引擎的互联网公司，帮助车主简洁明了地选择最合适的险种组合，即时提供保险公司官方直销报价，支持在线支付生成保单车主可以通过车车网站微信公众号手机App享受一站式车险服务,M,
0c434478c22b44faa9b71284c9336c2b,2015/4/9,1000,北京市朝阳区东坝乡东晓景产业园205号D区1026,,“e牧宝”是一个专注于农牧业投资的互联网牧场平台，通过互联网手段改造传统农牧业产业链，让牧场主（用户/投资者）以最便捷的途径获得丰厚的农牧业投资回报，更有机会享受专属的放心优质的农牧业消费服务,M,
cd6ac47941474be0a7bf5e7c317c3e75,2014/8/14,1200,成都市青羊区顺城大街308号1栋12层1206号,,图腾贷是一个面向有资金需求和投资需求的小微企业和个人打造的专注车辆质押的P2P网络服务平台,I,
fd8d5fb993364cc69fee171dc8a36d1c,2013/12/11,13,杭州市转塘科技经济区块16号4幢551室,,雪肌科技是一家专注于智能护肤的软硬件公司和皮肤数据服务商，公司2013年成立，致力于让每个人都能轻松拥有健康美丽的肌肤旗下有一款智能皮肤镜产品“魔丽镜”，可以为个人用户及应用提供专业皮肤检测，并提供改善建议,I,
c1cb0f8c02e044cba7416f932fac5a35,2012/2/1,2062,深圳市福田区沙头街道办泰然六路雪松大厦A座6楼D,,贝多分是一个为在校大学生及上班族提供3C电子产品分期服务的网站深圳市贝多分金融科技有限公司旗下产品,F,
889b5cb31f074df183814c142003be31,2014/9/24,100,上海市杨浦区淞沪路270号地下一层02-32室,,宝贝玩啥是一家为孩子提供玩耍和益智解决方案的在线教育平台，旗下产品还有用户宝等,M,5
56cdbff99e1540659910c42366c73ec3,2014/5/15,100,北京市朝阳区安贞西里五区一号3层303,,美菜网是一家主打农产品和蔬菜水果的B2B电子商务网站，原窝窝团创始团队二次创业倾力打造的一个农产品移动电商公司，隶属于北京云杉信息技术有限公司,M,17
f9492e823dcf49158429dd661e65bb1e,2011/12/28,179,北京市海淀区知春路51号慎昌大厦5962号,2,游戏宝典是一家提供游戏攻略资讯等搜索的手游玩家App应用，目前收录了超过30万款优质游戏，聚合了超过100万篇的游戏攻略北京无限点乐科技有限公司旗下产品；点乐是一个智能手机广告平台，北京无限点乐科技有限公司旗下,M,
c6f8d7de93d141669ccebf14101f60f1,2015/12/7,290,北京市海淀区高里掌路1号院18号楼1层103-41,,借助大数据与人工智能技术的企业基础数据公司，旗下产品企名片定位于一级市场的wind，提供金融数据服务，拥有最新最全的企业投融资数据库和投资机构数据库，能帮助投资人快速定位优质项目源，了解融资阶段，了解竞品,M,
2d172e5427734d639f88b8888ae54ac1,2014/7/24,1000,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）（经营场所：深圳市福田区车公庙泰然九路喜年中心A座1008）,,钱升钱是一家票据理财产品服务提供商，所有产品都由银行担保票据理财此前主要为银行直接面向对公客户进行的小范围流通理财产品，而钱升钱则将此服务带给了更多的个人投资用户,J,
e174a7d0c61947978f8616f460094fb5,2014/6/25,1507,北京市海淀区海淀大街3号1幢8层801室810L-236,,衣+是计算机视觉搜索引擎，提供了革命性的新方式来搜寻时尚商品并提供交易渠道，结合最新的计算机视觉识别搜索和人工智能技术和时尚的社交网络，及时创造人和中意商品的连接衣+目前和多家顶级企业及机构合作，如和图像和视频内容方合作通过提供边看边买API，商品属性识别API方式服务海量用户团队成员是来自于斯坦福剑桥新加坡国大新加坡南洋理工北大中科院上海交大浙大和微软IBMIntel阿里巴巴百度聚美等,M,
578e504707ea4617b43af4f2924f7b94,2012/3/14,50000,广州市天河区珠江东路12号901房之自编04单元,2,PPmoney万惠投融（PP理财）是一家P2P借贷服务商，主打企业贷款融资服务，广州万惠投资管理有限公司旗下产品,L,551
260299135d1b4e6d9893a7db107c75c4,2013/9/25,812,长沙高新开发区岳麓西大道588号芯城科技园5栋704号,2,湖南合天智汇是一家信息安全技术服务商，主要提供大规模在线开放实验（MOOE）网络与信息安全等,I,63
2605e721ed5f441cb4bedf337ba7bb0a,2006/5/29,119,杭州市江干区九盛路9号A13幢302室,3,杭州阿思拓（ASTO）是一家电子商务技术公司，核心业务涉及B2BB2C，旗下有ZZ91再生网中国环保网忆红妆等；忆红妆是一家主打婚纱服务的电商品牌，杭州阿思拓信息科技有限公司旗下产品；中国环保网是一个专注于环保产业的B2B网站，隶属于杭州阿思拓信息科技有限公司；ZZ91再生网是一家主打可再生资源废料回收服务的电子商务网站，杭州阿思拓信息科技有限公司旗下网站,I,53
eff3650d2aab4034bd1fb38b9e19840d,2009/9/22,139,上海市杨浦区邯郸路100号61号楼207室,,复歌科技是一个网络营销解决方案供应商，旗下产品有竞价广告智能投放系统“妙算机”，包括搜索引擎优化竞价广告优化用户体验优化社交媒体推广智能网站建设等功能,M,35
c827bfb6aac2480b9662f20a10767f10,2010/1/11,682,上海市杨浦区翔殷路128号11号楼C座214-9室,,上海优熠电子（Uiworks）专注于人机交互设备研发生产和销售，产品包括红外真多点触摸屏红外单点触摸屏触摸显示器红外光学触摸屏多点触摸应用软件等,M,
63ac37d392484fb3964ed2f088a9cdbb,2013/10/24,1500,青岛市城阳区上马街道北程社区1106号,,,M,
debc5694cffc4ee5a1a88505c527f66e,2013/2/5,133,北京市海淀区北洼路90号20号平房101房间,,,I,
2e40229547da443cafc7309ae4cbbe47,2015/10/27,11,北京市海淀区西北旺镇百旺创新科技园永捷南路2号院2号楼三层3205号,,,M,
c8674f887a204b1a8a4d3e655851524d,2015/5/25,5000,深圳市龙岗区中心城龙平西路129号汽车总站四楼,,,F,
69cadc35b32e4bad9600c81bd9791197,2011/8/19,1650,厦门市软件园望海路23号701单元,2,网中网成立于2005年，是一家面向国内高校市场提供一系列财会类模拟实训教学产品的软件供应商,I,17
71dbb16f2f3940ac9359ed431f83d356,2010/4/14,835000,河北省石家庄市裕华区秦岭大街116号,,,L,229
98a31355f4804451867b595e011b0325,2014/6/5,132,苏州工业园区星湖街328号创意产业园内11-303单元,2,苏州寻息是一家iBeacon位置网络设备商，主要提供iBeacon网络设备及基于iBeacon的室内定位导航微信摇一摇.周边等服务，设备遍布全国，已服务大型场馆数百家，客户包括APEC会场微信首都机场万达广场西单大悦城等,F,39
0a1eeee1b51643b6bc9f5a496de67d82,2016/3/17,187,上海市长宁区协和路1158号811-66室,,快租365是一家办公IT设备免押金低租金的租赁服务商，主要服务对象为各中小微企业以及初创企业等，提供各品牌各配置的电脑打印机等租赁,M,134
9c59b071b49d430ea449b563d283b5c3,2013/8/28,72,珠海市横琴新区宝华路6号105室-7272,,每日美妆是一家主打90后少女人群的O2O化妆品跨境电商平台，以线下实体店为主移动端为辅，专注于日韩台精品化妆品业务,F,
b7160edf2ca74fa185967c06b193ccd7,2014/10/15,1279,深圳市龙岗区龙城街道五联社区协力路华夏创新创业孵化基地4号综合楼,2,ELS企企通是一家供应商全生命周期关系管理SaaS软件，深圳市企企通科技有限公司旗下产品,I,
2a240acbc2bf4be1b39b1d5c60436979,2015/3/25,2213,北京市海淀区西直门外大街168号腾达大厦三层西区,2,光猪圈是一个O2O健身平台，通过聚合健身馆资源，为年轻人提供健身场地服务光猪体育（北京）有限公司旗下产品,R,63
91ecdc93239345aa80a37df0eaebf5bb,2014/12/29,100,上海市杨浦区国定东路200号5幢2011室,,SeedApp是手机上的资讯阅读应用，打造一个精选英文原版国际前沿资讯的个性化日报应用上海言叶网络科技有限公司旗下产品；Amanda是一个面向全球的碎片化的中文学习应用，通过移动互联网帮助外国人更好的学习中文，上海言叶网络科技有限公司旗下产品,M,
d0d21b2eeae241c984ef269f8c4df2f4,2014/10/17,168,重庆市北部新区金渝大道85号A栋22F,,省心宝汽车是一家B2B汽车安全交易平台，专注于服务汽车商家，在全国范围内为买卖双方自动匹配资源隶属于重庆省心宝科技有限公司,I,197
a1148250e1be4ce58c8971cc4fd154ac,2014/3/13,1002,广州高新技术产业开发区科学城科学大道182号创新大厦C1栋1106单元,2,柏颐科技是一家专注于居家智慧养老及远程医疗产品研发和服务的高新技术企业，致力于以智能传感技术为核心，融合云计算物联网技术的产品研发，解决中老年人的安全健康问题，同时为子女与父母搭建起亲情关爱的交互平台,M,
8619fe99d3584c6e9b675ef86b59d1b8,2012/3/29,500,中国（上海）自由贸易试验区民生路1403号1112室,2,运去哪“是一家B2B电商平台，主打国际货运领域，旨在为进出口企业和货运代理企业搭建一条快捷的沟通与交易通道，可提供在线运价查询报价订舱货物追踪支付等服务,M,
a9b4e6693e714ea7a9b160ffc2c3a3e1,2013/3/20,129,北京市海淀区信息路甲28号B座（二层）02B室-346号,,品途网是一个专注O2O的研究与咨询机构，推出品途咨询品途晚餐会等服务北京品途天下科技有限公司旗下网址,M,16
e982297bd1a34e36959352a63af6456f,2005/9/8,59,广州市天河区林和中路8号1004之45单元（仅限办公用途）,2,孕肤宝是一家面向的孕妇安全护肤品设计研发和电商网站，隶属于广州孕肤宝日用品有限公司,F,
33b5bf474fb5402fa9a30ea92e381504,2009/6/29,2356,郑州市郑东新区金水东路10号院20号楼附5号,,爱便利成立于2012年3月，传统的社区便利店通过爱便利订货平台，可以享受一键全品项订货24小时配送到户一站式采购进货服务,I,65
74f5a11ad437483db5caef1397e3fc5e,2014/5/28,820,深圳市南山区南山街道科苑路东方科技大厦2306,,派友科技是一家智能仓储和物流服务商，提供“智能自动化仓库”解决方案及“免费升级”服务，产品有拎包入住的智能自动化仓库“鲸仓”魔方自动货架等，隶属于深圳市微便利电子商务有限公司,F,
64188b95a96e4b3398339379f854cd28,2010/9/2,11850,浙江省杭州市滨江区秋溢路288号东冠高新科技园二号楼3层302室,3,鸿运华宁是一家原研创新型生物医药企业，主要致力于心脑血管和代谢系统的重大慢性疾病以及癌症的抗体新药研究开发与产业化,M,66
5a1b75bdc4024d0e8515b60329cd9467,2013/5/2,100,上海市长宁区仙霞路350号10幢273室,,上海胖布丁网络科技有限公司是一家坐落于中国上海的游戏制作公司，,I,
f5ccdb00ee2846beab75ea4d576c1bc1,2005/5/25,625,长沙市雨花区环保中路188号2号厂房D602,,定位于新药特药医院配送为主，非处方药销售为辅,F,18
5426e497490741b0b7ce03c912a195e6,2013/9/11,9800,咸宁市温泉月亮湾路特1号,,,L,
a50f7b33dec34e09baa3f52a7cf83fed,2014/12/23,25,北京市海淀区丰贤中路7号4号楼五层5782号,,山锋光影是一家主打网络剧制作的创业公司，公司的核心成员均来自清华大学北京山锋光影文化交流有限公司旗下产品,R,2
1777446fb436418392b36cc83c0b363d,2014/1/24,4000,广州高新技术产业开发区开源大道11号B8栋第二层247256-261263房（自主申报）,,,M,
c3ee609da1744deda0c66e53c166780c,2015/9/8,5000,深圳市罗湖区桂园街道深南大道5016号京基100大厦B座2102,,e葱金融是一家基于线下一线城市房地产赎楼贷款业务的线上借贷撮合平台专注于一二线城市的房地产交易中的临时性金融需求，目前以深圳区域为主,I,
a57a5613d09c44deb14dbac3c8470f63,2014/9/2,1239,广州市天河区元岗路200号第九栋9213-9215房,2,猪兼强是一个驾考培训O2O平台，学员使用该平台，可以在网络上查询到产品介绍免费试驾预约等，而在学车期间，学员可通过微信或是App应用来进行训练预约，以及对教练员进行评分等,I,
ba9b94504d9d4b588ea34f190025f5dc,2015/4/9,142,浙江省杭州市滨江区浦沿街道滨文路422号文耀大厦9楼933室,,种草没是一个二次元社区电商平台，出售手办cosplay道具以及周边衍生产品隶属于杭州古乐网络技术有限公司；贩贩网是二次元ACG宅物电商平台,I,
a8f37c3fb78e487bb0c88b3c2621d931,2012/4/25,407,北京市朝阳区甜水园东里2号3号楼2层207号,2,奇光影业是一家集动漫版权影视制片营销与发行于一体的专业影视公司，旗下有异彩文库氢漫画等，致力于“打通游戏世界和电影世界的桥梁”,R,47
e37fcc1d49a5410ba2cebc5f9198c18e,2015/8/26,1569,上海市奉贤区庄行镇邬桥渔沥1347号第二幢216室,,魔方金服是一个房地产租约证券化金融服务提供商，专注存量物业地产金融领域，提供租约资产证券化股权融资债权融资,J,32
bd64ba1f5e90469099931e5f08193bc5,2014/3/14,121,深圳市南山区粤海街道高新南七道2数字技术园A3栋5楼,,咫尺微页是免费H5移动云场景制作平台，用户可以通过模板免费制作或者平台设计师订制H5页面，进行微场景营销推广；即速应用是一个微信应用号开发工具，旨在帮助需要转型的传统企业及初创公司可以快速简单得生成WebApp,I,
321628112d964666bfa78c41de2ac7c5,2015/2/5,500,北京市东城区建国门内大街19号3层3006室,,医佳医是一款医生专属的业务协同工具，用户均为经实名认证的执业医生用户可以在医佳医免费使用移动Dicom数字医学影像工具，随时随地进行影像诊断；医众是一个医学影像数据云平台，安全稳定便捷低成本，让体验更完美；医众医学影像系统是一个医学影像SAAS云服务平台，具有云计算高性能低成本全方面集成策略安全稳定等特点,M,
c8740602f0bc4b0f99bfa082a7c2f0ce,2014/6/4,105,北京市房山区良乡长虹西路翠柳东街1号-2592,2,荷马金融是一家全球理财综合平台，从海外金融机构的几十万个金融产品中，通过后台模型计算和权威第三方评测机构评估，提供海外保险房地产基金等丰富的金融类产品，精选出适合中国人的投资组合，帮助中国投资者轻松投资全球的海外金融产品,M,26
d4268b8f00e44e46bfa6d94f97ff8c30,2014/7/31,1118,北京市海淀区紫金数码园5号楼101102103104105号,,翼鸥教育EEO是一家面向K12阶段的在线教育网站，致力于在线教育基础方法的研究，旗下产品有在线教室直播系统EEOA等，隶属于北京翼鸥教育科技有限公司,M,86
bc2636adcf0b447eb50f75c8602e76a5,2012/5/4,3000,北京市朝阳区建国路56号天洋运河壹号E1栋1-B,2,幸福互动网络科技是一家主打虚拟现实相关的综合性资讯平台，旗下运营的87870网站涵盖了Oculusrift虚拟现实技术虚拟现实游戏虚拟现实眼镜等虚拟现实内容,M,
92bfa59993d24762b7bca5dd67a26bc6,2014/5/16,600,北京市海淀区中关村东路16号院10号楼27层3103,,突破网是一家主打“实时在线”与“上门亲授”1对1教学的在线教育网站，隶属于米科互动教育科技（北京）有限公司，旗下产品还有超级学团等,M,
