enterprise_id,patent_name,patent_desc,patent_type,patent_time
00e6816b651d4fd59627be67cb827b1b,一种*************制机构,本发明涉及一种服**********和流水线的作用。,1,2012/7/24
00e6816b651d4fd59627be67cb827b1b,一种*************制机构,本实用新型涉及一**********和流水线的作用。,2,2012/10/30
00e6816b651d4fd59627be67cb827b1b,服装********示系统,本实用新型涉及一**********高团队的凝聚力。,2,2012/9/18
00e6816b651d4fd59627be67cb827b1b,一种************制方法,本发明涉及一种智**********大提升生产效率。,1,2012/8/21
00e6816b651d4fd59627be67cb827b1b,服装********示系统,本发明涉及一种服**********高团队的凝聚力。,1,2012/7/24
00e6816b651d4fd59627be67cb827b1b,一种*****************卡器盒,本实用新型涉及一**********、调节方便特点。,2,2013/5/7
00e6816b651d4fd59627be67cb827b1b,一种**刷浆机,本实用新型涉及一**********快捷高效的特点。,2,2014/4/1
00e6816b651d4fd59627be67cb827b1b,一种**********理装置,本发明涉及一种服**********时的取样的影响。,1,2012/7/24
00e6816b651d4fd59627be67cb827b1b,*夹,1．本外观设计产**********，故省略后视图。,3,2012/8/7
00e6816b651d4fd59627be67cb827b1b,一种*************进结构,本实用新型涉及一**********的重量明显增强。,2,2014/7/15
00e6816b651d4fd59627be67cb827b1b,一种******线系统,本实用新型涉及一**********大提升生产效率。,2,2012/11/6
00e6816b651d4fd59627be67cb827b1b,一种*******读卡器,本实用新型涉及一**********便于装配的特点。,2,2013/6/25
00e6816b651d4fd59627be67cb827b1b,一种*************的改进,本实用新型涉及一**********高系统的稳定性。,2,2013/6/4
00e6816b651d4fd59627be67cb827b1b,型材**升臂）,1．本外观设计产**********．省略其它视图。,3,2013/1/8
00e6816b651d4fd59627be67cb827b1b,成衣***********臂装置,本实用新型涉及一**********节能环保的特点。,2,2014/4/1
00e6816b651d4fd59627be67cb827b1b,一种*******提升臂,本实用新型涉及一**********装配带来的误差。,2,2013/4/23
0113281b3cef43b3abc188731c1a74d1,一种********************的系统,一种针阀热流道系**********需更换内套即可。,2,2014/4/15
0113281b3cef43b3abc188731c1a74d1,一种**道热嘴,一种热流道热嘴，**********高温耐磨的效果。,2,2014/4/15
0113281b3cef43b3abc188731c1a74d1,侧***嘴,本实用新型公开一**********产品的外观质量。,2,2014/4/1
0113281b3cef43b3abc188731c1a74d1,一种********道系统,本实用新型公开了**********确，温度波动小。,2,2017/1/31
0113281b3cef43b3abc188731c1a74d1,一种*****道系统,本实用新型公开了**********制品的技术问题。,2,2017/8/14
0113281b3cef43b3abc188731c1a74d1,换色****道系统,换色针阀热流道系**********具有更低的成本。,2,2014/3/11
0113281b3cef43b3abc188731c1a74d1,一种*****************道系统,一种阀针导向套及**********阀针变形的问题。,2,2014/4/1
0113281b3cef43b3abc188731c1a74d1,一种****缸系统,本实用新型所提供**********整体拆卸或安装。,2,2017/8/3
0113281b3cef43b3abc188731c1a74d1,一种*****道系统,本实用新型公开了**********，阀针运动顺畅。,2,2017/1/31
0113281b3cef43b3abc188731c1a74d1,一种*****道热咀,本实用新型公开了**********效保护模具胶口。,2,2017/6/26
0113281b3cef43b3abc188731c1a74d1,一种**道装置,本实用新型公开了**********产品品质的问题。,2,2017/7/6
015782dbbbb649faad6eb500edaa842b,双主**********心刀库,一种双主轴盘式伺**********，降低制造成本。,2,2013/1/29
015782dbbbb649faad6eb500edaa842b,一种***生产线,本实用新型公开了**********损失的问题发生。,2,2018/2/22
015782dbbbb649faad6eb500edaa842b,一种****料装置,本实用新型公开了**********从而节约原材料。,2,2018/2/22
02088a2d0cdb4acebe0de89dac550bac,一种****************理方法,本发明公开了一种**********管理的有序进行。,1,2018/2/8
02088a2d0cdb4acebe0de89dac550bac,一种*******************其方法,本发明涉及一种移**********提高了停车效率。,1,2015/12/15
02088a2d0cdb4acebe0de89dac550bac,一种*******************制方法,本发明公开了一种**********地锁更加人性化。,1,2015/11/17
02088a2d0cdb4acebe0de89dac550bac,一种*************车位锁,本发明记载了一种**********大量的停车时间。,1,2015/12/15
02088a2d0cdb4acebe0de89dac550bac,网络*************航系统,本发明涉及网络加**********提高了停车效率。,1,2015/12/29
02088a2d0cdb4acebe0de89dac550bac,一种**********询系统,本发明记载了一种**********提高了停车效率。,1,2015/12/29
02088a2d0cdb4acebe0de89dac550bac,一种**************费系统,本发明记载了一种**********，既方便又快捷。,1,2015/12/29
02088a2d0cdb4acebe0de89dac550bac,一***锁,本实用新型公开了**********固且制造成本低。,2,2016/1/19
02088a2d0cdb4acebe0de89dac550bac,车***源,1．本外观设计产**********或照片：立体图。,3,2016/4/12
02088a2d0cdb4acebe0de89dac550bac,利用*******************航系统,本发明记载了利用**********节约了停车时间。,1,2015/12/15
02088a2d0cdb4acebe0de89dac550bac,一种**************享系统,本发明记载了一种**********停车资源的缺陷。,1,2015/10/27
02088a2d0cdb4acebe0de89dac550bac,一种**********布系统,本发明记载了一种**********大量的停车时间。,1,2015/11/3
02088a2d0cdb4acebe0de89dac550bac,一种***********定系统,本发明记载了一种**********提高了停车效率。,1,2015/12/29
02088a2d0cdb4acebe0de89dac550bac,一种***********制系统,本发明记载了一种**********效率低下的缺陷。,1,2015/11/17
02088a2d0cdb4acebe0de89dac550bac,一种**************航系统,本发明记载了一种**********车主的停车时间。,1,2015/11/10
02088a2d0cdb4acebe0de89dac550bac,一种*************导系统,本发明记载了一种**********了静态交通压力。,1,2015/12/29
02088a2d0cdb4acebe0de89dac550bac,基于***************车系统,本发明记载了基于**********车主的停车时间。,1,2015/12/15
02088a2d0cdb4acebe0de89dac550bac,一种**************别方法,本发明公开了一种**********别速度非常之快。,1,2016/11/22
02088a2d0cdb4acebe0de89dac550bac,一种***********化装置,本发明涉及一种停**********车场的缴费效率。,1,2015/11/24
02088a2d0cdb4acebe0de89dac550bac,一种********理系统,本发明记载了一种**********交通拥堵的现象。,1,2015/11/3
02088a2d0cdb4acebe0de89dac550bac,一种****************理方法,本发明公开了一种**********管理的有序进行。,1,2018/2/8
026296bd2687434da75eed60bcf00eb1,一种**容挎包,本实用新型涉及挎**********调节、实用性强。,2,2017/6/5
026296bd2687434da75eed60bcf00eb1,一种******罐盆景,本实用新型涉及一**********上设有人造植物。,2,2017/5/16
026296bd2687434da75eed60bcf00eb1,一种*****盆景钟,本实用新型涉及一**********上设有人造植物。,2,2017/5/2
026296bd2687434da75eed60bcf00eb1,一种*********伸缩笔,本实用新型涉及一**********所述笔套的容腔。,2,2016/6/28
026296bd2687434da75eed60bcf00eb1,一种***绘时钟,本实用新型涉及一**********绘弹力布的表面。,2,2016/1/26
026296bd2687434da75eed60bcf00eb1,一种****折叠钟,本实用新型涉及卫**********背部设有收纳袋。,2,2015/12/15
026cdab2c9c6432097e1786de0289811,多方*********和系统,本发明涉及一种多**********机交互三维建模。,1,2014/10/28
0289a2d2588d439d988403f19f54322d,固定************真方法,本发明涉及一种固**********降低了仿真成本。,1,2015/12/29
0289a2d2588d439d988403f19f54322d,一种*****************无人机,该研究着眼于使用**********飞机的双重优点。,1,2017/8/17
0289a2d2588d439d988403f19f54322d,一种***************无人机,近年来，无人机的**********机进行试验研究。,1,2017/8/17
0289a2d2588d439d988403f19f54322d,一种*******************转机构,一种适用于垂直起**********2°角度的变换。,2,2017/1/10
029282b05a694f779b754d0906f23775,一种*************和系统,本发明提供了一种**********数据传输可控性。,1,2016/10/11
029282b05a694f779b754d0906f23775,虚拟*********和装置,本发明提供一种虚**********数据迁移的效率。,1,2015/6/23
02a4822325964c18b3df8c4567358a52,报警*****及系统,本发明公开了一种**********方法，降低损失。,1,2016/7/12
02a4822325964c18b3df8c4567358a52,一种********及装置,本发明公开了一种**********，改善用户体验。,1,2016/10/25
02a4822325964c18b3df8c4567358a52,控件****和装置,本发明公开了一种**********成本和研发成本。,1,2016/9/27
02a4822325964c18b3df8c4567358a52,体感****和装置,本发明公开了一种**********作管理的趣味性。,1,2016/9/27
02a4822325964c18b3df8c4567358a52,语音*****************储介质,本发明公开了一种**********控制的自然感受。,1,2018/2/12
02a4822325964c18b3df8c4567358a52,无人***************储介质,本发明公开了一种**********，提升授课效率。,1,2018/2/22
02a4822325964c18b3df8c4567358a52,数据******及装置,本发明公开了一种**********需要的存储空间。,1,2016/10/25
02a4822325964c18b3df8c4567358a52,报警*****及系统,本发明公开了一种**********方法，降低损失。,1,2014/6/24
02a4822325964c18b3df8c4567358a52,自动*****************储介质,本发明公开了一种**********备的智能化水平。,1,2018/4/12
02a4822325964c18b3df8c4567358a52,语音*****************储介质,本发明公开了一种**********控制的自然感受。,1,2018/2/12
02a4822325964c18b3df8c4567358a52,自动*****************储介质,本发明公开了一种**********备的智能化水平。,1,2018/4/12
02a4822325964c18b3df8c4567358a52,报警******和系统,本发明涉及一种报**********个报警点的情况。,1,2014/6/24
02a4822325964c18b3df8c4567358a52,显示****及装置,本发明公开了一种**********用户的使用体验。,1,2016/9/27
02a4822325964c18b3df8c4567358a52,报警******和系统,本发明涉及一种报**********个报警点的情况。,1,2016/6/7
02a4822325964c18b3df8c4567358a52,实时*************储介质,本发明公开了一种**********故障情况的发生。,1,2018/4/2
034324ae1cc04b67aa31dabd590157ac,一种******测装置,本实用新型公开了**********检测螺纹杆扭矩。,2,2018/5/7
034324ae1cc04b67aa31dabd590157ac,手柄***位机构,本实用新型公开了**********并实现自动加紧。,2,2018/3/12
034324ae1cc04b67aa31dabd590157ac,球***压装,本实用新型提供了**********钢球的自动压入。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,马达********装机构,本实用新型提供了**********插件的自动组装。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,一种******芯夹具,本实用新型公开了**********低人工劳动强度。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,一种*****送机构,本实用新型公开了**********实现无人化车间。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,自动**机械手,本实用新型公开了**********以减少人工投入。,2,2018/5/7
034324ae1cc04b67aa31dabd590157ac,一种************测机构,本实用新型公开了**********接以及扭矩检测。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,汽车******紧机构,本实用新型提供了**********枪自动锁附螺栓。,2,2018/2/5
034324ae1cc04b67aa31dabd590157ac,一种*****接机构,本实用新型公开了**********弯以及铆压功能。,2,2018/5/10
034324ae1cc04b67aa31dabd590157ac,一种********料机构,本实用新型公开了**********实现无人化车间。,2,2018/2/5
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/4/12
04d764b772a346a3a71ae0a348b58fcc,一种***********穿刺架,本发明公开了一种**********性，节省了成本。,1,2016/2/9
04d764b772a346a3a71ae0a348b58fcc,腔内****清洗刷,本实用新型公开了**********消毒效果更彻底。,2,2015/8/25
04d764b772a346a3a71ae0a348b58fcc,体***架,本实用新型公开了**********了医疗设备资源。,2,2015/10/6
04d764b772a346a3a71ae0a348b58fcc,穿刺*********调整块,本发明实施例公开**********同规格的穿刺针。,1,2018/1/15
04d764b772a346a3a71ae0a348b58fcc,一种*********穿刺架,本发明公开了一种**********架的分离)功能。,1,2016/9/20
04d764b772a346a3a71ae0a348b58fcc,体表*****导向器,本实用新型涉及一**********床手术的安全性。,2,2015/8/25
04d764b772a346a3a71ae0a348b58fcc,一种****检查包,本实用新型公开了**********，方便医生诊断。,2,2018/1/1
04d764b772a346a3a71ae0a348b58fcc,一种********穿刺架,本实用新型公开了**********性，节省了成本。,2,2016/5/31
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/3/22
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/4/12
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/3/22
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/3/22
04d764b772a346a3a71ae0a348b58fcc,一种***********穿刺架,本实用新型公开了**********性，节省了成本。,2,2016/5/31
04d764b772a346a3a71ae0a348b58fcc,一种******穿刺架,本发明公开了一种**********刺架的使用卫生。,1,2016/2/2
04d764b772a346a3a71ae0a348b58fcc,一***架,本发明公开了一种**********操作，极易上手。,1,2016/8/30
04d764b772a346a3a71ae0a348b58fcc,一***架,本发明公开了一种**********调整连续无跳段。,1,2016/9/20
04d764b772a346a3a71ae0a348b58fcc,一种*********穿刺架,本实用新型公开了**********架的分离)功能。,2,2017/5/30
04d764b772a346a3a71ae0a348b58fcc,一***架,本发明公开了一种**********能进行多项治疗。,1,2016/4/5
04d764b772a346a3a71ae0a348b58fcc,一种********穿刺架,本发明公开了一种**********性，节省了成本。,1,2016/2/9
04d764b772a346a3a71ae0a348b58fcc,一种****穿刺包,本实用新型公开了**********确定位穿刺部位。,2,2018/1/1
04d764b772a346a3a71ae0a348b58fcc,一***架,本实用新型公开了**********能进行多项治疗。,2,2016/7/5
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/4/12
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/3/22
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/4/12
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/4/12
04d764b772a346a3a71ae0a348b58fcc,体外**穿刺架,1．本外观设计产**********或照片：立体图。,3,2016/3/22
04d764b772a346a3a71ae0a348b58fcc,一种*********穿刺架,本实用新型公开了**********资源、降低费用。,2,2018/1/18
04d764b772a346a3a71ae0a348b58fcc,一种*********穿刺架,本发明公开了一种**********资源、降低费用。,1,2016/8/30
04e7f7a7c7b64caa85fd9b92eb594440,北斗*******时终端,本实用新型公开了**********北斗时间的同步。,2,2010/8/3
04e7f7a7c7b64caa85fd9b92eb594440,基于*******************理装置,本发明公开了一种**********星信号处理装置。,1,2010/10/19
04e7f7a7c7b64caa85fd9b92eb594440,基于****************位终端,本实用新型公开了**********的场合提供应用。,2,2010/11/30
06f811fac3dd45089b8bf3adc6be6998,基于********************输装置,基于ZigBee**********系统的推广使用。,2,2015/6/23
06f811fac3dd45089b8bf3adc6be6998,带图**********平台）,1．本外观设计产**********的图形用户界面。,3,2015/7/14
06f811fac3dd45089b8bf3adc6be6998,病理***************00）,1．本外观设计产**********或照片：主视图。,3,2016/1/19
06f811fac3dd45089b8bf3adc6be6998,DI******诊装置,DICOM远程会**********质量的影像会诊。,2,2015/7/28
06f811fac3dd45089b8bf3adc6be6998,内窥**************30）,1．本外观设计产**********或照片：主视图。,3,2016/1/19
07393aab4ed745b29d13d2b1c80f6627,光伏********装装置,本实用新型提供一**********少组件隐裂现象。,2,2016/10/11
07393aab4ed745b29d13d2b1c80f6627,张力*****架装置,本实用新型的目的**********单，施工周期短。,2,2017/2/21
07393aab4ed745b29d13d2b1c80f6627,光伏******块装置,本实用新型的目的**********少组件隐裂现象。,2,2017/2/21
07393aab4ed745b29d13d2b1c80f6627,光伏**安装车,本实用新型的目的**********的市场推广价值。,2,2017/4/25
07393aab4ed745b29d13d2b1c80f6627,可折****广告机,本实用新型公开了**********折叠，便于运输。,2,2017/8/17
07393aab4ed745b29d13d2b1c80f6627,具有******伏支架,本实用新型的目的**********范围，减少隐裂。,2,2017/6/29
07393aab4ed745b29d13d2b1c80f6627,钢管************定装置,本实用新型公开了**********钢管表面损害小。,2,2017/6/29
07393aab4ed745b29d13d2b1c80f6627,预应****伏支架,本实用新型涉及一**********，提高发电效率。,2,2016/11/1
07393aab4ed745b29d13d2b1c80f6627,屋顶*******定基座,本实用新型公开了**********顶不会造成破坏。,2,2017/6/29
07393aab4ed745b29d13d2b1c80f6627,逆变*******变电站,本实用新型公开了**********定的可利用电能。,2,2017/6/29
07393aab4ed745b29d13d2b1c80f6627,格构****装托板,本实用新型提供一**********的市场应用价值。,2,2016/9/13
07393aab4ed745b29d13d2b1c80f6627,双膜********撑系统,本实用新型公开了**********风力较大的区域。,2,2017/5/30
07393aab4ed745b29d13d2b1c80f6627,一种*********装结构,本实用新型公开了**********组件的隐裂现象。,2,2016/9/13
07393aab4ed745b29d13d2b1c80f6627,一种************块装置,本实用新型的目的**********组件脱落的危险。,2,2017/6/29
07393aab4ed745b29d13d2b1c80f6627,预应*****护外壳,本实用新型的目的**********安装上效果更佳。,2,2017/4/25
07393aab4ed745b29d13d2b1c80f6627,一种*********点装置,本实用新型的目的**********拉索的使用寿命。,2,2017/8/17
07393aab4ed745b29d13d2b1c80f6627,吸盘*************的吸盘,本实用新型公开了**********光伏组件的固定。,2,2017/5/30
07393aab4ed745b29d13d2b1c80f6627,一种******架系统,本实用新型公开了**********，降低综合造价。,2,2018/4/26
07393aab4ed745b29d13d2b1c80f6627,**桩,本发明涉及树根桩**********的支架或棚结构。,1,2015/12/29
07393aab4ed745b29d13d2b1c80f6627,光***棚,本实用新型涉及光**********于农作物的种植。,2,2016/4/19
07393aab4ed745b29d13d2b1c80f6627,一种***公场所,本实用新型涉及一**********明和热水供应等。,2,2016/4/19
07393aab4ed745b29d13d2b1c80f6627,一种*****保车棚,本实用新型涉及一**********的车型进行充电。,2,2016/4/19
07393aab4ed745b29d13d2b1c80f6627,一种*****室大棚,本实用新型属于农**********+1＞2的效果。,2,2016/4/19
07393aab4ed745b29d13d2b1c80f6627,人工**节支架,本实用新型公开了**********，可调节角度广。,2,2016/3/8
07393aab4ed745b29d13d2b1c80f6627,**桩,本实用新型涉及树**********的支架或棚结构。,2,2016/4/12
07eb6e4e254e4f5bb0f0f594af3c6220,换热****试验台,本实用新型公开了**********增加其使用寿命。,2,2009/1/20
07eb6e4e254e4f5bb0f0f594af3c6220,反铲*****冷却器,本发明提供的反铲**********提高了冷却效率。,1,2018/4/12
07eb6e4e254e4f5bb0f0f594af3c6220,一种**冷却器,本实用新型公开一**********易于维护的优点。,2,2014/6/3
07eb6e4e254e4f5bb0f0f594af3c6220,一种**********冷却器,一种船用冷却系统**********易于维护的优点。,2,2015/11/24
07eb6e4e254e4f5bb0f0f594af3c6220,压路********冷却器,本实用新型公开了**********便，冷却效率高。,2,2011/10/11
07eb6e4e254e4f5bb0f0f594af3c6220,特种********冷却器,本实用新型公开了**********力系统冷却要求。,2,2011/11/15
07eb6e4e254e4f5bb0f0f594af3c6220,一种*****冷却器,本实用新型公开一**********却器的技术空白。,2,2014/12/30
07eb6e4e254e4f5bb0f0f594af3c6220,一种**********状翅片,本发明公开一种具**********度提高散热效率。,1,2012/1/17
07eb6e4e254e4f5bb0f0f594af3c6220,动车********冷却器,本实用新型公开了**********频器的正常工作。,2,2012/5/29
07eb6e4e254e4f5bb0f0f594af3c6220,风力******冷却器,本实用新型公开了**********机组的冷却需求。,2,2011/10/25
07eb6e4e254e4f5bb0f0f594af3c6220,一种****加工机,本实用新型公开了**********，成本高的问题。,2,2011/10/11
07eb6e4e254e4f5bb0f0f594af3c6220,真空***散热器,本实用新型公开了**********外形简单、美观。,2,2013/1/8
07eb6e4e254e4f5bb0f0f594af3c6220,层***却器,本实用新型涉及一**********靠，钎焊质量高。,2,2009/3/10
07eb6e4e254e4f5bb0f0f594af3c6220,履带******冷却器,本发明提供的履带**********影响冷却的使用。,1,2018/4/12
07eb6e4e254e4f5bb0f0f594af3c6220,汽***凝器,本发明公开了汽车**********，适合推广应用。,1,2018/3/26
07eb6e4e254e4f5bb0f0f594af3c6220,层***却器,本实用新型涉及一**********位准确，无缺陷。,2,2009/5/12
07eb6e4e254e4f5bb0f0f594af3c6220,汽***冷器,本实用新型提供的**********翅片的使用寿命。,2,2018/4/30
07eb6e4e254e4f5bb0f0f594af3c6220,煤***却器,本实用新型公开了**********的风险降低为零。,2,2018/4/30
07eb6e4e254e4f5bb0f0f594af3c6220,一种*******冷却器,本实用新型公开一**********却器的技术空白。,2,2015/1/20
07eb6e4e254e4f5bb0f0f594af3c6220,一种****冷却器,一种船用液体冷却**********易于维护的优点。,2,2015/11/24
07eb6e4e254e4f5bb0f0f594af3c6220,汽***热器,本实用新型公开了**********高，散热性能好。,2,2010/11/23
07eb6e4e254e4f5bb0f0f594af3c6220,铝制***中冷器,本实用新型公开了**********0%的动力增加。,2,2012/5/29
07eb6e4e254e4f5bb0f0f594af3c6220,换热***试验台,本发明公开了一种**********经济的设计水平。,1,2008/9/9
07eb6e4e254e4f5bb0f0f594af3c6220,中冷****换芯子,本实用新型为中冷**********效果有较大提高。,2,2005/8/16
07eb6e4e254e4f5bb0f0f594af3c6220,汽***器,本实用新型为汽车**********及赛车用中冷器。,2,2004/10/19
07eb6e4e254e4f5bb0f0f594af3c6220,风力*********油冷器,本实用新型公开了**********用方便，效率高。,2,2012/5/22
07eb6e4e254e4f5bb0f0f594af3c6220,混凝*****冷却器,本实用新型公开了**********动机的正常工作。,2,2012/5/29
07eb6e4e254e4f5bb0f0f594af3c6220,农用***冷却器,本实用新型公开了**********，确保换热均匀。,2,2018/4/30
07eb6e4e254e4f5bb0f0f594af3c6220,旋挖***冷却器,本实用新型公开了**********却器的使用寿命。,2,2018/4/30
07eb6e4e254e4f5bb0f0f594af3c6220,大功*****散热器,本实用新型公开了**********单，冷却效果好。,2,2012/5/22
07eb6e4e254e4f5bb0f0f594af3c6220,一种******冷却器,本实用新型公开一**********易于维护的优点。,2,2014/5/27
07eb6e4e254e4f5bb0f0f594af3c6220,汽***凝器,本发明公开了汽车**********，适合推广应用。,1,2017/2/7
07eb6e4e254e4f5bb0f0f594af3c6220,重型*****器结构,本实用新型公开了**********动机的正常工作。,2,2010/11/23
07eb6e4e254e4f5bb0f0f594af3c6220,换热***试验台,本发明公开了一种**********经济的设计水平。,1,2010/2/2
07eb6e4e254e4f5bb0f0f594af3c6220,高***却器,本实用新型公开了**********却器的冷却效率。,2,2018/4/30
07eb6e4e254e4f5bb0f0f594af3c6220,应用*******冷却器,本发明公开了一种**********种类的工程机械。,1,2017/3/7
07eb6e4e254e4f5bb0f0f594af3c6220,空气*****换热器,本实用新型公开了**********设备的正常运行。,2,2012/5/22
07eb6e4e254e4f5bb0f0f594af3c6220,一种***********冷却器,一种挖掘机冷却系**********易于维护的优点。,2,2015/11/24
07eb6e4e254e4f5bb0f0f594af3c6220,一种*****冷却器,一种挖沟机用油冷**********易于维护的优点。,2,2015/11/24
